IP:62.48.187.246   Website:www.pornhub.com

2023-04-04 00:09:51 INFO:Logging results to trials/2023-04-04_00:09:51/logs
2023-04-04 00:09:51 INFO:Strategies will only be allowed to use protocols: TCP
2023-04-04 00:09:51 INFO:Initializing 1000 strategies with 0 input-action trees and 1 output-action trees of input size 2 and output size 2 for evolution over 10 generations.
2023-04-04 00:09:51 INFO:================================================================================================================================
2023-04-04 00:09:51 INFO:Generation 0:

  0%|          | 0/1000 [00:00<?, ?it/s]
 63%|██████▎   | 633/1000 [12:36<09:49,  1.61s/it]
 63%|██████▎   | 634/1000 [12:37<08:52,  1.45s/it]
 64%|██████▎   | 635/1000 [12:38<08:37,  1.42s/it]
 64%|██████▎   | 636/1000 [12:40<08:28,  1.40s/it]
 64%|██████▎   | 637/1000 [12:41<07:50,  1.30s/it]
 64%|██████▍   | 638/1000 [12:42<07:24,  1.23s/it]
 64%|██████▍   | 639/1000 [12:43<07:06,  1.18s/it]
 64%|██████▍   | 640/1000 [12:44<07:04,  1.18s/it]
 64%|██████▍   | 641/1000 [12:45<06:52,  1.15s/it]
 64%|██████▍   | 642/1000 [12:46<06:43,  1.13s/it]
 64%|██████▍   | 643/1000 [12:49<10:04,  1.69s/it]
 64%|██████▍   | 644/1000 [12:50<08:51,  1.49s/it]
 64%|██████▍   | 645/1000 [12:52<09:33,  1.61s/it]
 65%|██████▍   | 646/1000 [12:54<09:00,  1.53s/it]
 65%|██████▍   | 647/1000 [12:55<09:03,  1.54s/it]
 65%|██████▍   | 648/1000 [12:56<07:41,  1.31s/it]
 65%|██████▍   | 649/1000 [12:57<07:11,  1.23s/it]
 65%|██████▌   | 650/1000 [12:58<07:25,  1.27s/it]
 65%|██████▌   | 651/1000 [12:59<06:57,  1.20s/it]
 65%|██████▌   | 652/1000 [13:01<07:06,  1.22s/it]
 65%|██████▌   | 653/1000 [13:02<07:13,  1.25s/it]
 65%|██████▌   | 654/1000 [13:03<07:19,  1.27s/it]
 66%|██████▌   | 655/1000 [13:05<08:22,  1.46s/it]
 66%|██████▌   | 656/1000 [13:06<07:37,  1.33s/it]
 66%|██████▌   | 657/1000 [13:08<07:34,  1.33s/it]
 66%|██████▌   | 658/1000 [13:08<06:43,  1.18s/it]
 66%|██████▌   | 659/1000 [13:09<06:09,  1.08s/it]
 66%|██████▌   | 660/1000 [13:10<06:03,  1.07s/it]
 66%|██████▌   | 661/1000 [13:13<08:16,  1.46s/it]
 66%|██████▌   | 662/1000 [13:14<07:32,  1.34s/it]
 66%|██████▋   | 663/1000 [13:16<09:16,  1.65s/it]
 66%|██████▋   | 664/1000 [13:17<08:42,  1.56s/it]
 66%|██████▋   | 665/1000 [13:18<07:46,  1.39s/it]
 67%|██████▋   | 667/1000 [13:19<05:24,  1.03it/s]
 67%|██████▋   | 668/1000 [13:20<05:31,  1.00it/s]
 67%|██████▋   | 669/1000 [13:23<07:26,  1.35s/it]
 67%|██████▋   | 670/1000 [13:24<06:35,  1.20s/it]
 67%|██████▋   | 671/1000 [13:24<05:56,  1.08s/it]
 67%|██████▋   | 672/1000 [13:25<05:39,  1.03s/it]
 67%|██████▋   | 673/1000 [13:26<05:47,  1.06s/it]
 67%|██████▋   | 674/1000 [13:27<05:20,  1.02it/s]
 68%|██████▊   | 675/1000 [13:29<06:02,  1.11s/it]
 68%|██████▊   | 676/1000 [13:29<05:32,  1.03s/it]
 68%|██████▊   | 677/1000 [13:31<05:37,  1.05s/it]
 68%|██████▊   | 678/1000 [13:31<05:13,  1.03it/s]
 68%|██████▊   | 679/1000 [13:32<05:20,  1.00it/s]
 68%|██████▊   | 680/1000 [13:34<05:52,  1.10s/it]
 68%|██████▊   | 681/1000 [13:35<05:41,  1.07s/it]
 68%|██████▊   | 682/1000 [13:37<06:52,  1.30s/it]
 68%|██████▊   | 683/1000 [13:37<06:03,  1.15s/it]
 68%|██████▊   | 684/1000 [13:38<05:54,  1.12s/it]
 68%|██████▊   | 685/1000 [13:39<05:44,  1.09s/it]
 69%|██████▊   | 686/1000 [13:41<06:27,  1.24s/it]
 69%|██████▊   | 687/1000 [13:42<06:07,  1.17s/it]
 69%|██████▉   | 688/1000 [13:43<05:54,  1.14s/it]
 69%|██████▉   | 689/1000 [13:44<05:20,  1.03s/it]
 69%|██████▉   | 690/1000 [13:45<05:05,  1.02it/s]
 69%|██████▉   | 691/1000 [13:46<05:11,  1.01s/it]
 69%|██████▉   | 692/1000 [13:47<04:51,  1.06it/s]
 69%|██████▉   | 693/1000 [13:47<04:37,  1.11it/s]
 69%|██████▉   | 694/1000 [13:48<04:51,  1.05it/s]
 70%|██████▉   | 695/1000 [13:49<04:38,  1.10it/s]
 70%|██████▉   | 696/1000 [13:51<05:43,  1.13s/it]
 70%|██████▉   | 697/1000 [13:52<05:40,  1.12s/it]
 70%|██████▉   | 699/1000 [13:53<04:30,  1.11it/s]
 70%|███████   | 700/1000 [13:55<04:53,  1.02it/s]
 70%|███████   | 701/1000 [13:56<04:57,  1.01it/s]
 70%|███████   | 702/1000 [13:57<04:58,  1.00s/it]
 70%|███████   | 703/1000 [13:57<04:42,  1.05it/s]
 70%|███████   | 704/1000 [13:59<04:56,  1.00s/it]
 70%|███████   | 705/1000 [14:00<05:11,  1.06s/it]
 71%|███████   | 706/1000 [14:01<04:49,  1.02it/s]
 71%|███████   | 707/1000 [14:01<04:39,  1.05it/s]
 71%|███████   | 708/1000 [14:04<07:03,  1.45s/it]
 71%|███████   | 709/1000 [14:05<06:25,  1.33s/it]
 71%|███████   | 710/1000 [14:07<06:44,  1.40s/it]
 71%|███████   | 711/1000 [14:08<07:09,  1.49s/it]
 71%|███████   | 712/1000 [14:09<06:08,  1.28s/it]
 71%|███████▏  | 713/1000 [14:10<05:30,  1.15s/it]
 71%|███████▏  | 714/1000 [14:11<04:58,  1.04s/it]
 72%|███████▏  | 715/1000 [14:12<05:19,  1.12s/it]
 72%|███████▏  | 716/1000 [14:13<05:12,  1.10s/it]
 72%|███████▏  | 717/1000 [14:15<06:19,  1.34s/it]
 72%|███████▏  | 718/1000 [14:16<05:54,  1.26s/it]
 72%|███████▏  | 719/1000 [14:17<05:28,  1.17s/it]
 72%|███████▏  | 720/1000 [14:18<05:20,  1.14s/it]
 72%|███████▏  | 721/1000 [14:19<05:32,  1.19s/it]
 72%|███████▏  | 722/1000 [14:21<05:41,  1.23s/it]
 72%|███████▏  | 723/1000 [14:22<05:28,  1.19s/it]
 72%|███████▏  | 724/1000 [14:23<05:18,  1.16s/it]
 72%|███████▎  | 725/1000 [14:24<05:29,  1.20s/it]
 73%|███████▎  | 726/1000 [14:26<05:38,  1.23s/it]
 73%|███████▎  | 727/1000 [14:27<05:44,  1.26s/it]
 73%|███████▎  | 728/1000 [14:28<05:43,  1.26s/it]
 73%|███████▎  | 729/1000 [14:30<05:51,  1.30s/it]
 73%|███████▎  | 730/1000 [14:31<06:12,  1.38s/it]
 73%|███████▎  | 731/1000 [14:32<05:33,  1.24s/it]
 73%|███████▎  | 732/1000 [14:34<06:06,  1.37s/it]
 73%|███████▎  | 733/1000 [14:35<05:57,  1.34s/it]
 73%|███████▎  | 734/1000 [14:36<05:31,  1.25s/it]
 74%|███████▎  | 735/1000 [14:37<04:52,  1.11s/it]
 74%|███████▎  | 736/1000 [14:38<04:48,  1.09s/it]
 74%|███████▎  | 737/1000 [14:39<04:49,  1.10s/it]
 74%|███████▍  | 738/1000 [14:40<04:24,  1.01s/it]
 74%|███████▍  | 739/1000 [14:41<04:23,  1.01s/it]
 74%|███████▍  | 740/1000 [14:42<04:27,  1.03s/it]
 74%|███████▍  | 741/1000 [14:43<04:31,  1.05s/it]
 74%|███████▍  | 742/1000 [14:44<04:30,  1.05s/it]
 74%|███████▍  | 743/1000 [14:45<04:35,  1.07s/it]
 74%|███████▍  | 744/1000 [14:46<04:57,  1.16s/it]
 74%|███████▍  | 745/1000 [14:47<04:33,  1.07s/it]
 75%|███████▍  | 746/1000 [14:48<04:09,  1.02it/s]
 75%|███████▍  | 747/1000 [14:49<04:11,  1.01it/s]
 75%|███████▍  | 748/1000 [14:50<04:10,  1.00it/s]
 75%|███████▍  | 749/1000 [14:52<04:47,  1.14s/it]
 75%|███████▌  | 750/1000 [14:53<04:41,  1.13s/it]
 75%|███████▌  | 751/1000 [14:54<04:37,  1.11s/it]
 75%|███████▌  | 752/1000 [14:55<04:33,  1.10s/it]
 75%|███████▌  | 753/1000 [14:56<04:33,  1.11s/it]
 75%|███████▌  | 754/1000 [14:57<04:49,  1.17s/it]
 76%|███████▌  | 755/1000 [14:58<04:40,  1.14s/it]
 76%|███████▌  | 756/1000 [15:00<04:53,  1.20s/it]
 76%|███████▌  | 757/1000 [15:01<04:38,  1.15s/it]
 76%|███████▌  | 758/1000 [15:02<04:29,  1.12s/it]
 76%|███████▌  | 759/1000 [15:03<05:08,  1.28s/it]
 76%|███████▌  | 760/1000 [15:05<04:56,  1.24s/it]
 76%|███████▌  | 761/1000 [15:06<04:50,  1.22s/it]
 76%|███████▌  | 762/1000 [15:07<04:19,  1.09s/it]
 76%|███████▋  | 763/1000 [15:07<03:58,  1.01s/it]
 76%|███████▋  | 764/1000 [15:08<03:46,  1.04it/s]
 76%|███████▋  | 765/1000 [15:09<04:04,  1.04s/it]
 77%|███████▋  | 766/1000 [15:10<03:52,  1.00it/s]
 77%|███████▋  | 767/1000 [15:11<03:37,  1.07it/s]
 77%|███████▋  | 768/1000 [15:12<03:42,  1.04it/s]
 77%|███████▋  | 769/1000 [15:15<05:26,  1.41s/it]
 77%|███████▋  | 770/1000 [15:16<05:01,  1.31s/it]
 77%|███████▋  | 771/1000 [15:17<04:43,  1.24s/it]
 77%|███████▋  | 772/1000 [15:18<04:42,  1.24s/it]
 77%|███████▋  | 773/1000 [15:19<04:09,  1.10s/it]
 77%|███████▋  | 774/1000 [15:20<04:25,  1.17s/it]
 78%|███████▊  | 775/1000 [15:21<04:15,  1.14s/it]
 78%|███████▊  | 776/1000 [15:23<04:45,  1.27s/it]
 78%|███████▊  | 777/1000 [15:24<04:29,  1.21s/it]
 78%|███████▊  | 778/1000 [15:25<04:26,  1.20s/it]
 78%|███████▊  | 779/1000 [15:26<03:56,  1.07s/it]
 78%|███████▊  | 780/1000 [15:27<03:56,  1.07s/it]
 78%|███████▊  | 781/1000 [15:28<04:10,  1.15s/it]
 78%|███████▊  | 782/1000 [15:30<04:24,  1.21s/it]
 78%|███████▊  | 783/1000 [15:31<04:15,  1.18s/it]
 78%|███████▊  | 784/1000 [15:32<04:09,  1.16s/it]
 78%|███████▊  | 785/1000 [15:33<03:46,  1.05s/it]
 79%|███████▊  | 786/1000 [15:33<03:31,  1.01it/s]
 79%|███████▊  | 787/1000 [15:34<03:33,  1.00s/it]
 79%|███████▉  | 788/1000 [15:35<03:18,  1.07it/s]
 79%|███████▉  | 789/1000 [15:36<03:07,  1.13it/s]
 79%|███████▉  | 790/1000 [15:37<03:29,  1.00it/s]
 79%|███████▉  | 791/1000 [15:38<03:16,  1.07it/s]
 79%|███████▉  | 792/1000 [15:39<03:45,  1.08s/it]
 79%|███████▉  | 793/1000 [15:40<03:28,  1.01s/it]
 79%|███████▉  | 794/1000 [15:41<03:28,  1.01s/it]
 80%|███████▉  | 795/1000 [15:43<04:05,  1.20s/it]
 80%|███████▉  | 796/1000 [15:44<03:50,  1.13s/it]
 80%|███████▉  | 797/1000 [15:45<03:49,  1.13s/it]
 80%|███████▉  | 798/1000 [15:46<03:28,  1.03s/it]
 80%|███████▉  | 799/1000 [15:47<03:23,  1.01s/it]
 80%|████████  | 800/1000 [15:48<03:40,  1.10s/it]
 80%|████████  | 801/1000 [15:49<03:51,  1.16s/it]
 80%|████████  | 802/1000 [15:50<03:27,  1.05s/it]
 80%|████████  | 803/1000 [15:52<03:41,  1.12s/it]
 80%|████████  | 804/1000 [15:53<03:54,  1.20s/it]
 80%|████████  | 805/1000 [15:54<03:45,  1.16s/it]
 81%|████████  | 806/1000 [15:55<03:38,  1.13s/it]
 81%|████████  | 807/1000 [15:56<03:34,  1.11s/it]
 81%|████████  | 808/1000 [15:58<03:57,  1.24s/it]
 81%|████████  | 809/1000 [15:58<03:32,  1.11s/it]
 81%|████████  | 810/1000 [16:00<03:55,  1.24s/it]
 81%|████████  | 811/1000 [16:01<04:01,  1.28s/it]
 81%|████████  | 812/1000 [16:02<03:48,  1.22s/it]
 81%|████████▏ | 813/1000 [16:04<03:42,  1.19s/it]
 81%|████████▏ | 814/1000 [16:05<03:48,  1.23s/it]
 82%|████████▏ | 815/1000 [16:06<04:08,  1.34s/it]
 82%|████████▏ | 816/1000 [16:08<04:18,  1.41s/it]
 82%|████████▏ | 817/1000 [16:09<04:00,  1.31s/it]
 82%|████████▏ | 818/1000 [16:10<03:46,  1.24s/it]
 82%|████████▏ | 819/1000 [16:11<03:20,  1.11s/it]
 82%|████████▏ | 820/1000 [16:12<03:24,  1.14s/it]
 82%|████████▏ | 821/1000 [16:13<03:04,  1.03s/it]
 82%|████████▏ | 822/1000 [16:14<03:23,  1.14s/it]
 82%|████████▏ | 823/1000 [16:16<04:07,  1.40s/it]
 82%|████████▏ | 824/1000 [16:18<04:13,  1.44s/it]
 82%|████████▎ | 825/1000 [16:19<03:51,  1.32s/it]
 83%|████████▎ | 826/1000 [16:20<03:49,  1.32s/it]
 83%|████████▎ | 827/1000 [16:21<03:36,  1.25s/it]
 83%|████████▎ | 828/1000 [16:22<03:27,  1.21s/it]
 83%|████████▎ | 829/1000 [16:23<03:07,  1.09s/it]
 83%|████████▎ | 830/1000 [16:24<02:50,  1.00s/it]
 83%|████████▎ | 831/1000 [16:25<02:40,  1.05it/s]
 83%|████████▎ | 832/1000 [16:26<02:44,  1.02it/s]
 83%|████████▎ | 833/1000 [16:27<02:48,  1.01s/it]
 83%|████████▎ | 834/1000 [16:28<02:38,  1.04it/s]
 84%|████████▎ | 835/1000 [16:29<02:45,  1.00s/it]
 84%|████████▎ | 836/1000 [16:30<02:58,  1.09s/it]
 84%|████████▎ | 837/1000 [16:31<02:43,  1.01s/it]
 84%|████████▍ | 838/1000 [16:32<02:46,  1.03s/it]
 84%|████████▍ | 839/1000 [16:33<02:45,  1.03s/it]
 84%|████████▍ | 840/1000 [16:34<02:47,  1.05s/it]
 84%|████████▍ | 841/1000 [16:36<03:28,  1.31s/it]
 84%|████████▍ | 842/1000 [16:37<03:22,  1.28s/it]
 84%|████████▍ | 843/1000 [16:39<03:20,  1.28s/it]
 84%|████████▍ | 844/1000 [16:39<02:57,  1.14s/it]
 84%|████████▍ | 845/1000 [16:41<02:53,  1.12s/it]
 85%|████████▍ | 846/1000 [16:42<02:48,  1.10s/it]
 85%|████████▍ | 847/1000 [16:43<02:48,  1.10s/it]
 85%|████████▍ | 848/1000 [16:44<02:47,  1.10s/it]
 85%|████████▍ | 849/1000 [16:45<02:57,  1.18s/it]
 85%|████████▌ | 850/1000 [16:46<02:48,  1.13s/it]
 85%|████████▌ | 851/1000 [16:48<03:00,  1.21s/it]
 85%|████████▌ | 852/1000 [16:48<02:40,  1.08s/it]
 85%|████████▌ | 853/1000 [16:50<02:49,  1.15s/it]
 85%|████████▌ | 854/1000 [16:51<02:54,  1.20s/it]
 86%|████████▌ | 855/1000 [16:52<02:58,  1.23s/it]
 86%|████████▌ | 856/1000 [16:53<02:48,  1.17s/it]
 86%|████████▌ | 857/1000 [16:55<02:53,  1.21s/it]
 86%|████████▌ | 858/1000 [16:56<02:44,  1.16s/it]
 86%|████████▌ | 859/1000 [16:57<02:40,  1.14s/it]
 86%|████████▌ | 860/1000 [16:59<03:33,  1.53s/it]
 86%|████████▌ | 861/1000 [17:00<03:03,  1.32s/it]
 86%|████████▌ | 862/1000 [17:01<02:50,  1.24s/it]
 86%|████████▋ | 863/1000 [17:02<02:42,  1.19s/it]
 86%|████████▋ | 864/1000 [17:04<02:56,  1.30s/it]
 86%|████████▋ | 865/1000 [17:04<02:34,  1.15s/it]
 87%|████████▋ | 866/1000 [17:06<02:40,  1.20s/it]
 87%|████████▋ | 867/1000 [17:07<02:31,  1.14s/it]
 87%|████████▋ | 868/1000 [17:08<02:27,  1.12s/it]
 87%|████████▋ | 869/1000 [17:09<02:43,  1.25s/it]
 87%|████████▋ | 870/1000 [17:10<02:24,  1.11s/it]
 87%|████████▋ | 871/1000 [17:12<02:49,  1.31s/it]
 87%|████████▋ | 872/1000 [17:13<02:28,  1.16s/it]
 87%|████████▋ | 873/1000 [17:14<02:33,  1.21s/it]
 87%|████████▋ | 874/1000 [17:16<02:57,  1.41s/it]
 88%|████████▊ | 875/1000 [17:17<02:33,  1.23s/it]
 88%|████████▊ | 876/1000 [17:18<02:30,  1.21s/it]
 88%|████████▊ | 877/1000 [17:19<02:22,  1.16s/it]
 88%|████████▊ | 878/1000 [17:20<02:16,  1.12s/it]
 88%|████████▊ | 879/1000 [17:22<02:40,  1.33s/it]
 88%|████████▊ | 880/1000 [17:23<02:30,  1.25s/it]
 88%|████████▊ | 881/1000 [17:25<03:03,  1.54s/it]
 88%|████████▊ | 882/1000 [17:27<03:01,  1.53s/it]
 88%|████████▊ | 883/1000 [17:29<03:29,  1.79s/it]
 88%|████████▊ | 884/1000 [17:31<03:19,  1.72s/it]
 88%|████████▊ | 885/1000 [17:32<02:55,  1.53s/it]
 89%|████████▊ | 886/1000 [17:33<02:47,  1.47s/it]
 89%|████████▊ | 887/1000 [17:35<02:50,  1.51s/it]
 89%|████████▉ | 888/1000 [17:36<02:50,  1.52s/it]
 89%|████████▉ | 889/1000 [17:37<02:24,  1.30s/it]
 89%|████████▉ | 890/1000 [17:38<02:07,  1.16s/it]
 89%|████████▉ | 891/1000 [17:39<02:16,  1.26s/it]
 89%|████████▉ | 892/1000 [17:41<02:18,  1.29s/it]
 89%|████████▉ | 893/1000 [17:42<02:10,  1.22s/it]
 89%|████████▉ | 894/1000 [17:43<02:04,  1.17s/it]
 90%|████████▉ | 895/1000 [17:44<02:00,  1.15s/it]
 90%|████████▉ | 896/1000 [17:45<02:06,  1.22s/it]
 90%|████████▉ | 897/1000 [17:46<01:52,  1.09s/it]
 90%|████████▉ | 898/1000 [17:47<01:41,  1.00it/s]
 90%|████████▉ | 899/1000 [17:49<02:20,  1.39s/it]
 90%|█████████ | 900/1000 [17:50<02:06,  1.26s/it]
 90%|█████████ | 901/1000 [17:51<01:50,  1.12s/it]
 90%|█████████ | 902/1000 [17:53<02:18,  1.42s/it]
 90%|█████████ | 903/1000 [17:54<02:15,  1.40s/it]
 90%|█████████ | 904/1000 [17:56<02:23,  1.49s/it]
 90%|█████████ | 905/1000 [17:57<02:01,  1.28s/it]
 91%|█████████ | 906/1000 [17:58<01:53,  1.21s/it]
 91%|█████████ | 907/1000 [17:59<01:54,  1.23s/it]
 91%|█████████ | 908/1000 [18:02<02:27,  1.60s/it]
 91%|█████████ | 909/1000 [18:03<02:08,  1.41s/it]
 91%|█████████ | 910/1000 [18:04<01:57,  1.30s/it]
 91%|█████████ | 911/1000 [18:05<01:50,  1.24s/it]
 91%|█████████ | 912/1000 [18:06<01:46,  1.21s/it]
 91%|█████████▏| 913/1000 [18:07<01:40,  1.15s/it]
 91%|█████████▏| 914/1000 [18:08<01:43,  1.20s/it]
 92%|█████████▏| 915/1000 [18:09<01:43,  1.21s/it]
 92%|█████████▏| 916/1000 [18:11<01:50,  1.32s/it]
 92%|█████████▏| 917/1000 [18:13<02:14,  1.62s/it]
 92%|█████████▏| 918/1000 [18:15<02:04,  1.51s/it]
 92%|█████████▏| 919/1000 [18:15<01:46,  1.32s/it]
 92%|█████████▏| 920/1000 [18:17<01:51,  1.40s/it]
 92%|█████████▏| 921/1000 [18:19<02:02,  1.55s/it]
 92%|█████████▏| 922/1000 [18:20<01:50,  1.42s/it]
 92%|█████████▏| 923/1000 [18:21<01:34,  1.23s/it]
 92%|█████████▏| 924/1000 [18:22<01:30,  1.19s/it]
 92%|█████████▎| 925/1000 [18:23<01:37,  1.29s/it]
 93%|█████████▎| 926/1000 [18:25<01:32,  1.25s/it]
 93%|█████████▎| 927/1000 [18:26<01:39,  1.36s/it]
 93%|█████████▎| 928/1000 [18:27<01:31,  1.27s/it]
 93%|█████████▎| 929/1000 [18:28<01:19,  1.12s/it]
 93%|█████████▎| 930/1000 [18:29<01:22,  1.19s/it]
 93%|█████████▎| 931/1000 [18:30<01:14,  1.07s/it]
 93%|█████████▎| 932/1000 [18:32<01:36,  1.42s/it]
 93%|█████████▎| 933/1000 [18:33<01:24,  1.26s/it]
 93%|█████████▎| 934/1000 [18:34<01:16,  1.16s/it]
 94%|█████████▎| 935/1000 [18:36<01:17,  1.20s/it]
 94%|█████████▎| 936/1000 [18:37<01:20,  1.25s/it]
 94%|█████████▎| 937/1000 [18:38<01:18,  1.25s/it]
 94%|█████████▍| 938/1000 [18:39<01:09,  1.12s/it]
 94%|█████████▍| 939/1000 [18:41<01:23,  1.36s/it]
 94%|█████████▍| 940/1000 [18:42<01:24,  1.40s/it]
 94%|█████████▍| 941/1000 [18:43<01:15,  1.29s/it]
 94%|█████████▍| 942/1000 [18:45<01:11,  1.23s/it]
 94%|█████████▍| 943/1000 [18:46<01:07,  1.18s/it]
 94%|█████████▍| 944/1000 [18:47<01:03,  1.14s/it]
 94%|█████████▍| 945/1000 [18:48<01:01,  1.13s/it]
 95%|█████████▍| 946/1000 [18:50<01:17,  1.44s/it]
 95%|█████████▍| 947/1000 [18:51<01:09,  1.32s/it]
 95%|█████████▍| 948/1000 [18:52<01:04,  1.25s/it]
 95%|█████████▍| 949/1000 [18:53<01:02,  1.23s/it]
 95%|█████████▌| 950/1000 [18:55<01:02,  1.26s/it]
 95%|█████████▌| 951/1000 [18:55<00:56,  1.15s/it]
 95%|█████████▌| 952/1000 [18:56<00:50,  1.06s/it]
 95%|█████████▌| 953/1000 [18:57<00:49,  1.05s/it]
 95%|█████████▌| 954/1000 [18:58<00:45,  1.01it/s]
 96%|█████████▌| 955/1000 [18:59<00:41,  1.07it/s]
 96%|█████████▌| 956/1000 [19:00<00:45,  1.04s/it]
 96%|█████████▌| 957/1000 [19:02<00:53,  1.23s/it]
 96%|█████████▌| 958/1000 [19:03<00:49,  1.17s/it]
 96%|█████████▌| 959/1000 [19:04<00:46,  1.14s/it]
 96%|█████████▌| 960/1000 [19:05<00:44,  1.11s/it]
 96%|█████████▌| 961/1000 [19:06<00:43,  1.13s/it]
 96%|█████████▌| 962/1000 [19:08<00:44,  1.17s/it]
 96%|█████████▋| 963/1000 [19:09<00:42,  1.16s/it]
 96%|█████████▋| 964/1000 [19:10<00:40,  1.14s/it]
 96%|█████████▋| 965/1000 [19:11<00:43,  1.23s/it]
 97%|█████████▋| 966/1000 [19:12<00:39,  1.17s/it]
 97%|█████████▋| 967/1000 [19:13<00:36,  1.12s/it]
 97%|█████████▋| 968/1000 [19:14<00:32,  1.02s/it]
 97%|█████████▋| 969/1000 [19:15<00:31,  1.01s/it]
 97%|█████████▋| 970/1000 [19:16<00:28,  1.05it/s]
 97%|█████████▋| 971/1000 [19:17<00:28,  1.01it/s]
 97%|█████████▋| 972/1000 [19:18<00:28,  1.02s/it]
 97%|█████████▋| 973/1000 [19:20<00:31,  1.18s/it]
 97%|█████████▋| 974/1000 [19:21<00:30,  1.16s/it]
 98%|█████████▊| 975/1000 [19:21<00:26,  1.05s/it]
 98%|█████████▊| 976/1000 [19:23<00:27,  1.13s/it]
 98%|█████████▊| 977/1000 [19:24<00:23,  1.02s/it]
 98%|█████████▊| 978/1000 [19:25<00:26,  1.22s/it]
 98%|█████████▊| 979/1000 [19:26<00:23,  1.10s/it]
 98%|█████████▊| 980/1000 [19:27<00:22,  1.11s/it]
 98%|█████████▊| 981/1000 [19:29<00:24,  1.27s/it]
 98%|█████████▊| 982/1000 [19:30<00:20,  1.12s/it]
 98%|█████████▊| 983/1000 [19:31<00:20,  1.19s/it]
 98%|█████████▊| 984/1000 [19:32<00:20,  1.26s/it]
 98%|█████████▊| 985/1000 [19:33<00:16,  1.12s/it]
 99%|█████████▊| 986/1000 [19:34<00:14,  1.02s/it]
 99%|█████████▊| 987/1000 [19:35<00:14,  1.09s/it]
 99%|█████████▉| 988/1000 [19:36<00:13,  1.09s/it]
 99%|█████████▉| 989/1000 [19:38<00:13,  1.25s/it]
 99%|█████████▉| 990/1000 [19:39<00:13,  1.33s/it]
 99%|█████████▉| 991/1000 [19:41<00:11,  1.29s/it]
 99%|█████████▉| 992/1000 [19:42<00:10,  1.30s/it]
 99%|█████████▉| 993/1000 [19:43<00:08,  1.23s/it]
 99%|█████████▉| 994/1000 [19:44<00:06,  1.15s/it]
100%|█████████▉| 996/1000 [19:45<00:03,  1.16it/s]
100%|█████████▉| 997/1000 [19:46<00:02,  1.03it/s]
100%|█████████▉| 998/1000 [19:47<00:01,  1.07it/s]
100%|█████████▉| 999/1000 [19:48<00:00,  1.11it/s]
100%|██████████| 1000/1000 [19:49<00:00,  1.16it/s]
                                                   
2023-04-04 03:27:21 INFO:Sleeping 8 cooldown seconds to wait for packets to come in
2023-04-04 03:27:30 INFO:
Generation: 9 | Unique Inviduals: 209 | Avg Fitness: -5 | Best Fitness [veg3tvi1] 1.35: [TCP:options-altchksumopt:]-tamper{TCP:flags:replace:FSAN}(tamper{TCP:load:replace:},)-| \/ 
2023-04-04 03:27:30 INFO:
Results: 
Avg. Fitness -1000.0: [TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-uto:203]-tamper{TCP:reserved:replace:5}(duplicate,)-| [TCP:options-sack:]-drop-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-nop::1]-tamper{TCP:window:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-sack:]-drop-| [TCP:dataofs:9:1]-tamper{TCP:options-altchksum:replace:31}-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-eol::1]-tamper{TCP:window:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-sackok::1]-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:reserved:0]-tamper{TCP:options-sack:replace:}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-nop::1]-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(drop,)-| [TCP:load:__HTTP_REQUEST__]-duplicate-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-sack:]-tamper{TCP:sport:replace:58713}(drop,)-| \/  (Evaluated 1 times: [-1000])
Avg. Fitness -1000.0: [TCP:options-sack::0]-duplicate(tamper{TCP:sport:corrupt},)-| [TCP:options-nop:]-| \/  (Evaluated 1 times: [-1000])
