Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sack:]-drop-|,1,[-1000]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:load:corrupt}(duplicate(duplicate,),),)-|[TCP:sport:4732]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:sport:27062]-drop-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:flags:FSRPU]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False}),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-eol:corrupt}-|[TCP:dport:54182]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,fragment{tcp:-1:False})-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},)-|[TCP:flags:FSRPUC]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:chksum:60959]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:reserved:7:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-sack:corrupt}(tamper{TCP:options-md5header:corrupt},),),)-|[TCP:flags:FRPUCN]-tamper{TCP:ack:replace:347200225}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}(duplicate(duplicate,),)-|[TCP:options-md5header:83c5065bbc681ce002679d60dd98a9ab]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-md5header:245aa23b993b3f77d2547e9e1656b1bc]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate-|[TCP:options-md5header:5ca1277fb1c94a1a456c9feb8dfffdd9]-tamper{TCP:flags:replace:F}(duplicate,)-|[TCP:reserved:7:0]-tamper{TCP:dataofs:replace:4}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:dport:26886]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:sport:corrupt}(duplicate(,tamper{TCP:options-timestamp:replace:1418480723}),),)-|[TCP:options-uto:172]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:seq:1821465108]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}-|[TCP:chksum:5921:4]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:urgptr:48521]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|",1,[-10]
-10.0,[TCP:options-sackok::0]-|[TCP:options-altchksum:212]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:sport:49965]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-md5header:ee88cd76b23ced5f969b0e8fc0c6e76a]-tamper{TCP:flags:replace:FSPAUEN}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:True}(duplicate,),),)-|[TCP:options-nop:]-duplicate-|[TCP:sport:18257]-duplicate-|",1,[-10]
-10.0,"[TCP:window:130]-duplicate(tamper{TCP:ack:replace:4231450360},)-|[TCP:options-timestamp:1023616675]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False},)-|[TCP:sport:49598]-tamper{TCP:urgptr:corrupt}-|",1,[-10]
-9.289,"[TCP:sport:58249]-duplicate(,duplicate)-|",1,[-9.289]
-9.289,[TCP:flags:R]-tamper{TCP:options-md5header:replace:367cff282b355ef6e94860eae3fe7efb}-|,1,[-9.289]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-nop:replace:}(duplicate(drop,),)-|",1,[0]
0.0,[TCP:dport:6764]-|,1,[0]
0.0,"[TCP:options-eol::2]-duplicate(tamper{TCP:options-nop:replace:},)-|[TCP:options-sackok:]-drop-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:flags:replace:RAUEN}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-uto:replace:15}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:38514}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,fragment{ip:16:False})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:108}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-timestamp:1039673264]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:FSA}(tamper{TCP:window:corrupt}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:False},),),)-|",1,[0]
0.0,[TCP:options-sack::3]-duplicate-|,1,[0]
0.0,"[TCP:options-sack::3]-tamper{TCP:urgptr:replace:5161}(tamper{TCP:dport:replace:58715},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(duplicate,)-|",1,[0]
0.0,[TCP:load:oj8ef6uwan]-|,1,[0]
0.0,[TCP:urgptr:45376]-|,1,[0]
0.0,[TCP:load:__HTTP_REQUEST__]-|,1,[0]
0.0,[TCP:flags:RA]-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:RA}-|,1,[0]
0.0,[TCP:dataofs:1]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:sport:1771]-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-timestamp:replace:3392223226}(fragment{tcp:25:True:12},)-|",1,[0]
0.0,[TCP:options-eol::3]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[0]
0.0,[TCP:flags:R]-|,1,[0]
0.0,[TCP:window:20]-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(,duplicate),)-|",1,[0]
0.0,[TCP:reserved:3]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:window:replace:80},)-|",1,[0]
0.0,"[TCP:options-sackok::2]-fragment{tcp:-1:False}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:dataofs:replace:10}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:ack:corrupt},tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:ack:replace:1459161997}(duplicate(drop,),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(tamper{TCP:chksum:corrupt}(duplicate(tamper{TCP:reserved:replace:1},),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:25178}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True:2},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:flags:replace:RAUEN}(tamper{TCP:ack:replace:3730119687},)-|",1,[0]
0.0,[TCP:options-sack::2]-duplicate-|[TCP:options-sack:]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:23:False}-|,1,[0]
0.0,[TCP:options-eol::2]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:6:False}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:dataofs:replace:10},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:39:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(,fragment{ip:16:False})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False:5})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:RA}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:urgptr:replace:5161}(tamper{TCP:dport:replace:13302},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:23:False:11}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:ack:corrupt},tamper{TCP:options-uto:replace:81})-|",1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:dport:replace:58715},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(,duplicate(tamper{TCP:chksum:corrupt},)),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:chksum:corrupt}(duplicate,),duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:replace:108}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:True},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:20}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:FSA}(tamper{TCP:window:corrupt}(tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(,duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-md5header:corrupt}(tamper{TCP:dport:corrupt},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{ip:27:True:13}-|,1,[0]
0.0,[TCP:options-eol::2]-tamper{TCP:options-wscale:replace:213}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:12871}-|,1,[0]
0.0,[TCP:options-altchksumopt::3]-duplicate-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:__HTTP_REQUEST__}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:108}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-altchksum:corrupt}),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}(fragment{tcp:9:True},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-timestamp:replace:3392223226}(fragment{tcp:25:True:12}(tamper{TCP:urgptr:replace:22892},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:replace:10}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True:5}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:window:replace:80}(tamper{TCP:options-mss:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:103}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol::1]-duplicate(tamper{TCP:options-nop:replace:}(tamper{TCP:seq:replace:1101096152},),)-|[TCP:options-sackok:]-drop-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:flags:replace:RAUEN}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:flags:replace:RAUEN}-|[TCP:options-sackok::0]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:urgptr:replace:5161}(tamper{TCP:dport:replace:58715},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:ack:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(tamper{TCP:options-timestamp:replace:2541003114},duplicate),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:replace:15}(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:load:replace:}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:corrupt}-|[TCP:options-sack::3]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:flags:replace:SA}-|[TCP:options-sackok::0]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,[TCP:options-eol::1]-tamper{TCP:dport:replace:26490}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-uto:corrupt},tamper{TCP:options-uto:replace:81})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-timestamp:replace:1233962627},)-|",1,[0]
0.0,[TCP:window:90]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:dport:replace:13302}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:FSA}(tamper{TCP:window:corrupt}(tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),),),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt},duplicate)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:False}(,duplicate(,duplicate))-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-nop:replace:}(duplicate(,drop),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-altchksum:corrupt}(duplicate(tamper{TCP:reserved:replace:1},),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}(tamper{TCP:flags:replace:RAUEN}(tamper{TCP:load:replace:__DNS_REQUEST__},),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True:5},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:replace:6}(fragment{tcp:-1:True:2},)-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:urgptr:replace:5161}(tamper{TCP:sport:replace:61002},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dataofs:replace:10}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-timestamp:replace:3392223226}(fragment{tcp:55:True:12}(tamper{TCP:load:replace:__DNS_REQUEST__},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:22892}-|[TCP:options-eol:]-|,1,[0]
0.0,"[TCP:options-nop:]-|[TCP:options-sack:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,fragment{tcp:5:False:5})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{ip:-1:True:45})-|",1,[0]
0.0,[TCP:options-sack:]-fragment{ip:-1:False:5}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:ack:corrupt}(fragment{tcp:-1:False},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}(duplicate(drop,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:flags:replace:FSRAN},tamper{TCP:chksum:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:16:False}(drop,tamper{TCP:load:replace:__HTTP_REQUEST__})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:urgptr:replace:5161}-|,1,[0]
0.0,[TCP:window:50]-fragment{tcp:23:False:11}-|,1,[0]
0.0,[TCP:options-eol::0]-fragment{tcp:-1:False:14}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:108}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-altchksum:replace:122}),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:23:False}(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:flags:replace:RAUEN}(tamper{TCP:window:replace:100},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:39:False}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(tamper{TCP:chksum:corrupt}(duplicate(tamper{TCP:reserved:replace:1}(fragment{tcp:-1:True},),),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:-1:False:30}(,fragment{tcp:-1:False:5})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:23:False}(tamper{TCP:flags:replace:FSRPCN},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:chksum:corrupt}(duplicate(,tamper{TCP:ack:corrupt}),),duplicate)-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-wscale:replace:213}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:flags:replace:RAUEN}-|[TCP:options-mss:45957]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:227}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,[TCP:options-sackok::0]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-sackok:replace:}(tamper{TCP:dport:replace:58715},)-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:urgptr:replace:5161}(tamper{TCP:options-mss:replace:17131},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-sack:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:seq:replace:2083459470}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True}(,drop),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:13:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:FSA}(tamper{TCP:window:corrupt}(tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False:33},),),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|[TCP:options-nop:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:replace:213}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:25:False:32}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:flags:replace:FRPUE}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:23:False:11}(tamper{TCP:dport:replace:16036},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:corrupt}(fragment{ip:-1:True:42}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:23:False:11}(tamper{TCP:dataofs:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-altchksum:corrupt}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:ack:replace:1459161997}(duplicate(drop,),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:replace:40745}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-uto:replace:82}-|,1,[0]
0.0,[TCP:options-nop:]-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:25178}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:False}(duplicate,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(tamper{TCP:dataofs:replace:7},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-md5header:corrupt}(tamper{TCP:dport:corrupt},))-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-sackok::2]-duplicate-|,1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:23503}(fragment{tcp:-1:True:2},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-timestamp:replace:3770252312}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-altchksumopt:]-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{ip:-1:False:1}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:25178}(duplicate(duplicate,tamper{TCP:options-sackok:replace:}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-md5header:corrupt},tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:replace:__DNS_REQUEST__}(fragment{tcp:-1:False},)-|[TCP:options-altchksum:21]-fragment{ip:-1:True}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:replace:108}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:True},duplicate),),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:37}-|,1,[0]
0.0,[TCP:options-sack:]-duplicate-|[TCP:options-altchksumopt::1]-tamper{TCP:options-timestamp:replace:2007924539}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:flags:replace:FREC}-|,1,[0]
0.0,[TCP:options-sack:]-duplicate-|[TCP:options-nop:]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-eol:replace:}(fragment{tcp:24:False:12},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:ack:replace:1459161997}(duplicate(drop,tamper{TCP:options-altchksum:corrupt}),)-|",1,[0]
0.0,[TCP:window:20:1]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:34}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:chksum:corrupt}-|[TCP:options-sack::2]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:23:False:11}(tamper{TCP:dataofs:corrupt},),)-|[TCP:options-eol::1]-duplicate-|",1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-sack::2]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:25178}(duplicate(duplicate(duplicate,),tamper{TCP:options-mss:corrupt}),)-|",1,[0]
