Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-eol:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:replace:36493}(fragment{tcp:47:True:23},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-uto:replace:230}(tamper{TCP:ack:replace:786744504},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:replace:SA}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(,tamper{TCP:options-mss:replace:6359})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:55017}(tamper{TCP:options-altchksum:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:218}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(tamper{TCP:options-eol:corrupt}(tamper{TCP:chksum:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True}(tamper{TCP:urgptr:corrupt},),fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate(,tamper{TCP:options-mss:replace:37752}),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-mss:replace:51820}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:63110}(fragment{tcp:47:True:23},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:250}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-wscale:replace:225},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:replace:41245}-|[TCP:options-sackok:]-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-sackok::0]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:replace:36602}-|,1,[0]
0.0,[TCP:sport:15847]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(duplicate,),fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:12990}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:seq:corrupt}),)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-timestamp:replace:2324965497},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:167}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False:15}(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(tamper{TCP:reserved:replace:4}(tamper{TCP:options-mss:corrupt},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:urgptr:replace:32942}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{ip:-1:False:6}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False:43}(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:3:False:1}-|[TCP:options-eol:]-|,1,[0]
0.0,[TCP:options-sack::1]-fragment{tcp:-1:True:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:True}(,duplicate(fragment{tcp:-1:False},)),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(fragment{tcp:-1:True},tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:250}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:60469}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:151}(fragment{tcp:47:True:23},)-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:window:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(duplicate(,tamper{TCP:ack:corrupt}),tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate(drop,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(tamper{TCP:options-timestamp:replace:3095374715},tamper{TCP:options-nop:replace:}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-nop:corrupt}(duplicate,),duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:True}(,duplicate(fragment{tcp:-1:False}(tamper{TCP:sport:replace:6905},),)),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(duplicate,duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(duplicate(,fragment{tcp:-1:False}),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:35:False:4}(duplicate(tamper{TCP:options-timestamp:replace:2834801912},),),)-|",1,[0]
0.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-mss:replace:51820}(tamper{TCP:dataofs:replace:10},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksum:corrupt},duplicate(,drop))-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:167}-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},fragment{tcp:-1:True:37}(,tamper{TCP:options-md5header:replace:2be7053235d433b52d9e5175832b7fc2}))-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:flags:corrupt}(tamper{TCP:options-altchksum:replace:218},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:9:False:25}(fragment{tcp:-1:False},fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:25:True:6}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:225}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:60469}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(tamper{TCP:reserved:replace:4}(tamper{TCP:options-mss:corrupt},),)-|[TCP:options-eol:]-tamper{TCP:flags:replace:PUEN}-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:replace:SA}(tamper{TCP:chksum:replace:55052},)-|",1,[0]
0.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-nop:]-tamper{TCP:options-wscale:replace:38}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:35:True}(fragment{tcp:-1:True}(,duplicate),)-|",1,[0]
0.0,[TCP:flags:A:1]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sackok:]-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-altchksum:replace:26},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:dport:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-|[TCP:options-eol:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-sackok:]-tamper{TCP:window:replace:130}-|,1,[0]
0.0,"[TCP:options-sackok:]-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{ip:-1:True}(drop,)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:chksum:replace:11886}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:reserved:replace:4}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:41245}(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:26}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:corrupt},tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:replace:23596}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(fragment{tcp:-1:False},tamper{TCP:options-mss:replace:6359})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-nop:replace:},tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:30}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate(duplicate,))-|[TCP:load:]-tamper{TCP:options-md5header:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-mss:replace:51820}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(tamper{TCP:seq:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate(,tamper{TCP:options-mss:replace:37752}),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:window:replace:90}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate(drop,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:47:True:23}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:load:replace:bk3yyrhn38}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:6}(tamper{TCP:options-wscale:replace:228},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(duplicate,tamper{TCP:reserved:corrupt}),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:dataofs:corrupt}(drop,))-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:218}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{ip:-1:True:5},tamper{TCP:options-sackok:replace:})-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(duplicate(tamper{TCP:ack:corrupt},),tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:options-md5header:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False}(,tamper{TCP:urgptr:replace:28277}),duplicate),)-|[TCP:options-sackok:]-fragment{tcp:3:False:1}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:3}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-sackok:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-timestamp:corrupt})-|[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:replace:80}-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:chksum:replace:19156}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:False},tamper{TCP:dataofs:corrupt}(drop,))-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:38:False}(tamper{TCP:window:replace:190},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:2919799355}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:25}(duplicate,tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:34019}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-sackok:replace:}-|[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:flags:replace:RA}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:options-sackok:replace:}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(,tamper{TCP:reserved:corrupt}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:9438}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(,tamper{TCP:options-nop:replace:}),)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:flags:replace:FSPA}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:5}(fragment{tcp:-1:True}(tamper{TCP:urgptr:corrupt},),tamper{TCP:flags:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:ack:replace:3310340913}-|[TCP:options-sackok:]-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:window:replace:130}-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-drop-|[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,[TCP:options-sackok::0]-drop-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:False:6}(,tamper{TCP:ack:replace:624545453})-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:25:False:6},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate(,tamper{TCP:options-wscale:replace:114}),tamper{TCP:options-uto:replace:173})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-uto:replace:173})-|",1,[0]
0.0,"[TCP:ack:1198889349]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,"[TCP:dport:45453]-duplicate(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:58:False:29},fragment{tcp:-1:True:37}(,tamper{TCP:options-md5header:replace:2be7053235d433b52d9e5175832b7fc2}))-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:replace:2}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:flags:replace:S}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:38:False}(tamper{TCP:window:replace:190},tamper{TCP:options-nop:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:replace:__HTTP_REQUEST__}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:9:False:25}(,fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:120}-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(fragment{tcp:51:True:45},)-|",1,[0]
0.0,[TCP:options-sack::0]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True}(duplicate,duplicate),)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:flags:replace:SA}(tamper{TCP:options-altchksum:replace:218},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,fragment{tcp:-1:False:5})-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-altchksum:replace:218},)-|",1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:replace:1105669952}(fragment{tcp:-1:False}(fragment{tcp:-1:False}(,tamper{TCP:urgptr:replace:28277}),duplicate),)-|[TCP:options-sackok:]-fragment{tcp:3:False:1}-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate(,tamper{TCP:options-uto:corrupt}))-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-md5header:corrupt},)-|[TCP:dataofs:3]-tamper{TCP:load:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:2986191987}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:corrupt}(tamper{TCP:options-altchksum:replace:218},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate(duplicate(duplicate,),))-|[TCP:load:]-tamper{TCP:options-md5header:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-nop:replace:},tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:dataofs:corrupt}(tamper{TCP:urgptr:corrupt},))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:30}(,tamper{TCP:options-eol:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:window:replace:90}(fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:6:False:3}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:57:False:28}(duplicate(,duplicate),),)-|",1,[0]
0.0,"[TCP:flags:RA]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-uto:78:1]-duplicate(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:81}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:chksum:replace:29425},)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(duplicate(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:34019}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,[TCP:options-sack::0]-fragment{tcp:38:False}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:corrupt},tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-altchksum:replace:218}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:57:True}(,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(duplicate(tamper{TCP:ack:corrupt},duplicate),tamper{TCP:options-nop:replace:})-|",1,[0]
