Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-altchksumopt:]-drop-|,1,[-1000]
-10.0,[TCP:options-nop::0]-tamper{TCP:options-timestamp:replace:3528974260}-|[TCP:flags:FSRPAEN]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-altchksumopt:]-duplicate-|[TCP:chksum:13490]-duplicate-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:seq:corrupt}-|[TCP:reserved:6]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:urgptr:19316]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:1342564434]-fragment{tcp:-1:True}(fragment{ip:-1:False:5},)-|[TCP:options-mss:34484:1]-duplicate-|",1,[-10]
-10.0,[TCP:sport:26516]-tamper{TCP:chksum:corrupt}-|[TCP:options-timestamp:2881980563]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:12204]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-eol:corrupt},)-|[TCP:load:__DNS_REQUEST__]-tamper{TCP:ack:replace:2269125925}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:dport:corrupt}(fragment{tcp:-1:False}(duplicate,),),tamper{TCP:ack:replace:3681799760})-|[TCP:ack:1924890644]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:window:corrupt})-|[TCP:sport:56792]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:985144598}(duplicate(,duplicate(tamper{TCP:urgptr:corrupt},)),)-|[TCP:options-timestamp:3331166471]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:window:replace:160}-|[TCP:ack:2429203872]-tamper{TCP:window:replace:10}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-mss:12709]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(duplicate(,fragment{tcp:-1:False:5}),)-|[TCP:options-timestamp:3863027668]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,duplicate(,duplicate))-|[TCP:flags:RA]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:options-uto:218]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop::0]-duplicate-|[TCP:options-eol::0]-duplicate-|[TCP:load:xlzpyocwzp]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-duplicate-|[TCP:options-altchksum:161]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:985144598}(duplicate(,duplicate(tamper{TCP:urgptr:corrupt},)),)-|[TCP:options-mss:5825]-tamper{TCP:dport:replace:20064}-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,duplicate(,fragment{tcp:-1:False}(,tamper{TCP:chksum:corrupt})))-|[TCP:options-altchksum:80]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-tamper{TCP:ack:corrupt}(tamper{TCP:reserved:replace:7},)-|[TCP:flags:SA]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(tamper{TCP:options-sackok:corrupt},)-|[TCP:options-nop::0]-tamper{TCP:options-timestamp:replace:3863421951}-|[TCP:reserved:3]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-|[TCP:options-md5header:df8edb138e26ec4e6ae50a06d329b2cd:2]-tamper{TCP:options-uto:replace:239}-|,1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:sport:63019]-duplicate-|,1,[-10]
-10.0,"[TCP:reserved:0]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-uto:corrupt},)-|[TCP:reserved:5]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:False}-|[TCP:load:__HTTP_REQUEST__]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:options-wscale:69]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:110}-|[TCP:options-mss:57197]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-|[TCP:options-sackok:]-tamper{TCP:flags:replace:S}(duplicate(,fragment{tcp:-1:False}),)-|[TCP:urgptr:64245]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-tamper{TCP:ack:replace:3826551547}(tamper{TCP:reserved:replace:6},)-|[TCP:chksum:52514]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-mss:replace:25028}-|[TCP:flags:FSRPC]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:51398]-tamper{TCP:options-sack:corrupt}(duplicate,)-|[TCP:sport:11992]-tamper{TCP:options-md5header:replace:81ab1f2f70fa883710e8f2a1b9648e14}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:dataofs:replace:14}-|[TCP:options-altchksum:122]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:51398]-tamper{TCP:flags:replace:FUC}-|[TCP:ack:3820902304]-tamper{TCP:chksum:replace:256}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-eol:replace:}-|[TCP:reserved:1:0]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(tamper{TCP:window:corrupt},)-|[TCP:options-sackok:]-duplicate-|[TCP:window:160]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|[TCP:load:]-duplicate-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:3552870118}(duplicate(duplicate,tamper{TCP:urgptr:corrupt}),)-|[TCP:sport:7871]-tamper{TCP:reserved:replace:7}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-duplicate(,duplicate(,tamper{TCP:urgptr:corrupt}))-|[TCP:ack:2203606003]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:reserved:replace:7},)-|[TCP:sport:39375]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-uto:142]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:options-sackok:corrupt}-|[TCP:seq:4146535484]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:options-mss:4470:3]-duplicate-|,1,[-10]
-9.407,"[TCP:options-altchksum:117]-fragment{tcp:-1:False}(tamper{TCP:options-timestamp:replace:1259453935},)-|",1,[-9.407]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:window:replace:20},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:10514}-|,1,[0]
0.0,[TCP:flags:SRPAUEN]-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:replace:1039}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(tamper{TCP:urgptr:replace:3112}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:window:replace:160}-|,1,[0]
0.0,"[TCP:options-eol::2]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:reserved:replace:7}(tamper{TCP:reserved:replace:4},)-|[TCP:options-altchksumopt:]-tamper{TCP:options-mss:replace:11578}-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(duplicate(tamper{TCP:seq:replace:1166340474},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:1}(tamper{TCP:options-altchksumopt:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:replace:9025}(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-nop:replace:}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,[TCP:dataofs:11]-|,1,[0]
0.0,[TCP:options-nop::2]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt::3]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:reserved:0:3]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-altchksum:replace:46},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,[TCP:load:]-|,1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:window:corrupt}(tamper{TCP:chksum:replace:1426},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:flags:replace:RA})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,duplicate(,tamper{TCP:options-timestamp:replace:3254298539}))-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:ack:replace:2660056984}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:sport:corrupt},)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack::1]-fragment{tcp:-1:False}(tamper{TCP:dport:corrupt},tamper{TCP:options-md5header:replace:25e816bba72022ad4581cb41ab2d9135})-|",1,[0]
0.0,"[TCP:options-sack::2]-fragment{tcp:-1:False}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sack::3]-duplicate(tamper{TCP:dataofs:corrupt}(drop,),duplicate)-|",1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),)-|",1,[0]
0.0,"[TCP:options-sackok::2]-tamper{TCP:ack:replace:1626389635}(fragment{tcp:-1:True}(,tamper{TCP:seq:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:chksum:corrupt}(tamper{TCP:reserved:replace:1}(tamper{TCP:reserved:corrupt},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,[TCP:load:__HTTP_REQUEST__]-|,1,[0]
0.0,"[TCP:options-altchksumopt::3]-duplicate(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:replace:12}(tamper{TCP:reserved:replace:4},)-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,[TCP:reserved:0:2]-tamper{TCP:options-altchksum:replace:46}-|,1,[0]
0.0,"[TCP:options-nop::1]-duplicate(tamper{TCP:options-mss:replace:40386},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(,drop)-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::1]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-nop::2]-tamper{TCP:window:replace:30}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate-|[TCP:options-eol:]-fragment{tcp:-1:True}(,duplicate)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(,fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:replace:52464}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:41:False:22}(,duplicate(,tamper{TCP:options-timestamp:replace:3254298539}))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:flags:replace:RA})-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:False}(fragment{tcp:-1:True},drop))-|",1,[0]
0.0,"[TCP:options-sack::2]-duplicate(tamper{TCP:dataofs:corrupt}(drop,),duplicate)-|[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:2632534079}-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:flags:replace:RA},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:2354999531}-|,1,[0]
0.0,[TCP:reserved:0:2]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:options-altchksumopt:]-duplicate-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate-|[TCP:options-sack:]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:ack:replace:2660056984}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:20}-|,1,[0]
0.0,"[TCP:options-sackok::1]-fragment{tcp:-1:True}(,tamper{TCP:seq:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:False:5}(,duplicate),)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:3:True}(tamper{TCP:urgptr:replace:3112}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:ack:replace:2660056984}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|[TCP:options-eol:]-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:window:corrupt}(drop,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate(tamper{TCP:seq:replace:1166340474},),)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:chksum:replace:1426},)-|",1,[0]
0.0,"[TCP:options-sack::1]-fragment{tcp:21:True}(,duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:62053}(tamper{TCP:options-altchksumopt:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:replace:47846}(tamper{TCP:reserved:replace:4},)-|[TCP:options-altchksumopt:]-tamper{TCP:options-mss:replace:11578}-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:51:False}-|,1,[0]
0.0,[TCP:options-eol::1]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:48404}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:replace:1039}-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(,tamper{TCP:options-md5header:replace:25e816bba72022ad4581cb41ab2d9135})-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(fragment{tcp:-1:False},),drop)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:54:False}(tamper{TCP:urgptr:replace:3112}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False:43}(,duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(tamper{TCP:urgptr:replace:3112}(tamper{TCP:options-uto:corrupt},),tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:reserved:replace:1}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:ack:replace:4160813820}-|,1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-eol:corrupt}(fragment{ip:-1:False},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:True}(,duplicate),drop)-|",1,[0]
0.0,[TCP:reserved:0:2]-tamper{TCP:options-timestamp:replace:4047455413}-|,1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:dataofs:corrupt}(fragment{tcp:13:False:39}(,fragment{tcp:-1:False}),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,duplicate)-|[TCP:options-sack:]-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:reserved:0:2]-tamper{TCP:window:corrupt}(tamper{TCP:options-altchksum:replace:46},)-|",1,[0]
0.0,"[TCP:options-sackok::1]-tamper{TCP:load:replace:mbm9i3vxsd}(fragment{tcp:-1:True}(,tamper{TCP:seq:corrupt}),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:replace:7}-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:76}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(tamper{TCP:dport:replace:39170},)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False:5}(,fragment{tcp:-1:False}),)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-altchksum:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:reserved:0:1]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:2354999531}(tamper{TCP:sport:replace:54714},)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-duplicate-|,1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:23:True:11}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:2632534079}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(tamper{TCP:dataofs:corrupt}(drop,),)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:sport:corrupt}(tamper{TCP:dataofs:replace:6},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:13:False:39}(,fragment{tcp:-1:False}(duplicate,))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,duplicate)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:79}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:False:5}(,duplicate),)-|[TCP:options-nop:]-fragment{tcp:-1:True}-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:dataofs:corrupt}(fragment{tcp:13:False:39}(,fragment{ip:-1:False:8}),)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(drop,duplicate)-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,[TCP:options-sack:]-duplicate-|[TCP:options-eol:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack::1]-duplicate(tamper{TCP:dataofs:corrupt}(drop,),duplicate(tamper{TCP:options-eol:replace:},))-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(,tamper{TCP:urgptr:replace:63474})-|",1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-sack:]-drop-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-timestamp:replace:2213058430}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:33:False},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:options-altchksumopt:]-drop-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-md5header:replace:9edd736903d636f271c66366d6b351ba}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:True}(,duplicate))-|[TCP:options-sackok:]-tamper{TCP:dport:replace:33174}-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:window:corrupt}(tamper{TCP:reserved:replace:2},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:5}(,duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-mss:replace:11578}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:False}(fragment{tcp:-1:True},))-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-eol:corrupt}-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:76}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:replace:148874474}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:reserved:corrupt}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::0]-duplicate(tamper{TCP:options-mss:replace:40386},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(fragment{ip:-1:True:10},)-|[TCP:options-nop::1]-tamper{TCP:sport:replace:16371}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-altchksum:replace:88},)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,[TCP:reserved:0:1]-tamper{TCP:urgptr:replace:58428}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(tamper{TCP:options-timestamp:corrupt},tamper{TCP:urgptr:replace:3112}(tamper{TCP:options-uto:corrupt},))-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:True:19}-|,1,[0]
0.0,[TCP:reserved:0:1]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,[TCP:reserved:0:1]-tamper{TCP:options-timestamp:replace:4047455413}-|,1,[0]
0.0,[TCP:options-sack::1]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:flags:replace:RA},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:sport:replace:23747},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-md5header:replace:d942b8431df9bc2d95eef0e9fe8d7250}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-eol:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:38363}-|,1,[0]
0.0,"[TCP:reserved:0:1]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-mss:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:replace:1}-|,1,[0]
0.0,"[TCP:options-nop::0]-duplicate(tamper{TCP:options-mss:replace:40386},tamper{TCP:options-md5header:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-duplicate(tamper{TCP:ack:corrupt}(drop,),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(tamper{TCP:load:corrupt},tamper{TCP:seq:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:40:True:22}(,duplicate(,tamper{TCP:options-timestamp:replace:3254298539}))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(duplicate(,tamper{TCP:dport:replace:24000}),)-|",1,[0]
0.0,"[TCP:options-sack:]-|[TCP:options-eol:]-fragment{tcp:-1:True}(duplicate,duplicate)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:21:True}(,duplicate(duplicate,))-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(tamper{TCP:options-sack:corrupt},tamper{TCP:seq:corrupt})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:53554}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-wscale:replace:146}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:replace:4}-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-eol:]-|[TCP:options-sack:]-duplicate(tamper{TCP:sport:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:flags:replace:RA},)-|[TCP:options-mss:51398]-fragment{tcp:-1:True}-|",1,[0]
0.0,[TCP:options-eol:]-|[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{ip:15:False:5}(,duplicate),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:15}-|,1,[0]
