Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sackok::2]-drop-|,1,[-1000]
-10.0,[TCP:options-mss:61291]-duplicate-|[TCP:reserved:3]-drop-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-eol:replace:}(duplicate(fragment{tcp:-1:True},),)-|[TCP:load:dkm0n3afza:4]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-nop::0]-|[TCP:options-wscale:97]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,duplicate(,fragment{tcp:-1:False:5}))-|[TCP:window:80:2]-tamper{TCP:options-uto:replace:44}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:dataofs:corrupt},)-|[TCP:seq:3939553917:1]-drop-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-timestamp:3368113518]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop::0]-duplicate(duplicate,)-|[TCP:window:40]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:dport:34261]-tamper{TCP:seq:replace:356253184}-|[TCP:options-uto:149]-tamper{TCP:options-timestamp:replace:2711959864}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-nop:replace:}-|[TCP:chksum:33387]-tamper{TCP:reserved:replace:3}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:4701}-|[TCP:options-md5header:acd42fa3c0b8fef9c0e3af851e8112c4]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,duplicate)-|[TCP:seq:2052970664:2]-drop-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},duplicate)-|[TCP:reserved:1]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,duplicate)-|[TCP:urgptr:1890]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False}(,duplicate))-|[TCP:options-md5header:bf83e0811e72aa0cb538fa3ba875c9c5]-tamper{TCP:sport:replace:37362}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False}(,duplicate),)-|[TCP:options-mss:45150]-tamper{TCP:urgptr:replace:43068}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:True})-|[TCP:sport:6919]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:False:16}-|[TCP:options-wscale:78:0]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop::0]-duplicate(duplicate(,tamper{TCP:dport:corrupt}),duplicate(,tamper{TCP:options-altchksum:corrupt}))-|[TCP:reserved:3]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate(tamper{TCP:options-nop:corrupt},duplicate),)-|[TCP:options-mss:60447]-tamper{TCP:chksum:replace:39830}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:28055}(tamper{TCP:options-uto:corrupt},)-|[TCP:options-altchksum:193:4]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(fragment{ip:-1:False},)-|[TCP:window:90]-tamper{TCP:options-timestamp:replace:2086283921}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-sackok:corrupt})-|[TCP:chksum:57830]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:chksum:5500]-tamper{TCP:reserved:replace:7}-|[TCP:window:40]-tamper{TCP:options-uto:replace:33}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False}),)-|[TCP:chksum:19514:2]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False},),duplicate(tamper{TCP:load:corrupt},))-|[TCP:options-altchksum:22]-tamper{TCP:options-sack:replace:}(duplicate,)-|[TCP:options-md5header:b1d9fab732d92100d04ede821386aaa9]-drop-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:options-eol:]-tamper{TCP:reserved:corrupt}-|[TCP:window:70]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:urgptr:corrupt})-|[TCP:seq:908136331:3]-duplicate-|",1,[-10]
-10.0,[TCP:options-timestamp:930196002]-fragment{tcp:-1:True:40}-|[TCP:reserved:6]-duplicate-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:load:cy61lwl4bs]-tamper{TCP:ack:replace:3552056092}-|,1,[-10]
-10.0,"[TCP:options-nop::0]-duplicate(duplicate(,fragment{tcp:-1:True}),)-|[TCP:options-md5header:a3f6ad9b3294a79b34de8cc349b24789]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:1:True}-|[TCP:options-altchksum:214]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate(tamper{TCP:options-nop:corrupt}(tamper{TCP:sport:corrupt},),duplicate),tamper{TCP:urgptr:replace:13635})-|[TCP:options-uto:53]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:replace:}-|[TCP:options-mss:28533]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}-|[TCP:chksum:7137:0]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-md5header:6599abd2a989a3ae9954934f925440c1]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:False}-|[TCP:dataofs:6]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:seq:replace:1687569574}-|[TCP:ack:2931273057]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop::0]-duplicate(duplicate,tamper{TCP:options-eol:corrupt})-|[TCP:chksum:44869]-duplicate-|",1,[-10]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:130}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack::1]-duplicate-|,1,[0]
0.0,"[TCP:options-nop::3]-duplicate(,duplicate(,tamper{TCP:options-altchksum:corrupt}))-|",1,[0]
0.0,[TCP:chksum:57346]-|,1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:38363}(tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:window:replace:190},),),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:True}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(,tamper{TCP:dport:corrupt}),)-|",1,[0]
0.0,[TCP:options-md5header:58644c9d02cca40fbd4a9ec38f9d7048]-|,1,[0]
0.0,[TCP:options-uto:151:1]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:42712}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-mss:7423]-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:urgptr:replace:13635},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:243}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol::1]-tamper{TCP:load:replace:1tpkwoage8}-|,1,[0]
0.0,[TCP:ack:1674905949]-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:replace:8}-|,1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,[TCP:window:50]-|,1,[0]
0.0,[TCP:window:160]-|,1,[0]
0.0,[TCP:options-nop::3]-duplicate-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:dataofs:replace:13})-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:options-timestamp:replace:953700145}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dataofs:replace:13}-|,1,[0]
0.0,"[TCP:options-nop::2]-duplicate(,duplicate(tamper{TCP:options-altchksum:corrupt},))-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:P}(duplicate(tamper{TCP:dport:replace:53388},tamper{TCP:options-uto:replace:249}),)-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:options-uto:replace:105}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:243}(duplicate(tamper{TCP:window:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:load:corrupt}(tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,),)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:options-eol:corrupt},tamper{TCP:dport:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sackok:corrupt},duplicate)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{ip:-1:False},duplicate)-|",1,[0]
0.0,[TCP:options-sack::3]-fragment{tcp:-1:False}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:urgptr:replace:11630}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:replace:94}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:11630}(fragment{tcp:-1:False}(,duplicate),)-|[TCP:reserved:0]-tamper{TCP:options-eol:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:38363}(tamper{TCP:seq:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:window:replace:190},),),)-|",1,[0]
0.0,[TCP:options-nop::2]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:replace:42314}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:urgptr:replace:13635},)-|",1,[0]
0.0,"[TCP:options-nop::2]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sackok:corrupt}(tamper{TCP:chksum:replace:56216},),)-|",1,[0]
0.0,"[TCP:options-nop::2]-duplicate(,tamper{TCP:options-altchksum:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(duplicate(tamper{TCP:flags:replace:},),)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:ack:replace:1056336962}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:True}(tamper{TCP:options-sackok:replace:},duplicate)-|",1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop::2]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:True}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-wscale:replace:202},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:urgptr:replace:13635}(tamper{TCP:options-sackok:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True}(drop,),),)-|",1,[0]
0.0,[TCP:reserved:4]-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(duplicate(duplicate(fragment{tcp:-1:False},),),)-|",1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:53:True:26}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-timestamp:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:urgptr:replace:13635},duplicate),)-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:load:replace:1tpkwoage8}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:3835850892}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:urgptr:replace:13635}(tamper{TCP:options-eol:corrupt},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:38363}(tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:options-mss:replace:18910},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:130}(fragment{tcp:-1:True:5},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:True}(tamper{TCP:options-sackok:replace:},)-|[TCP:options-altchksumopt:]-drop-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:SREN}(duplicate(,tamper{TCP:options-uto:replace:249}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(,tamper{TCP:urgptr:replace:13635}),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:P}(duplicate(,tamper{TCP:options-uto:replace:249}(tamper{TCP:options-timestamp:replace:521119363},)),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:replace:53041}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:window:replace:190},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}(duplicate(tamper{TCP:urgptr:replace:13635},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-md5header:replace:e414e49f157a1a5417d6c82a6c163da1})-|",1,[0]
0.0,[TCP:options-sackok::2]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:urgptr:replace:13635},duplicate),),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-mss:replace:79})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,[TCP:dport:57846:4]-tamper{TCP:options-mss:replace:48163}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:options-mss:replace:18910},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:dport:corrupt},tamper{TCP:options-eol:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:38363}(tamper{TCP:seq:corrupt}(tamper{TCP:reserved:replace:3},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:P}(duplicate(tamper{TCP:dport:replace:53388},),)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(,duplicate(,tamper{TCP:options-altchksum:corrupt}))-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:P}(duplicate(tamper{TCP:dport:replace:53388},tamper{TCP:options-md5header:replace:4aa871a16e34f68cb753128c521505ce}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:27785}(tamper{TCP:ack:replace:892321889},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:38363}(tamper{TCP:seq:corrupt}(tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:window:replace:190},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:False:24}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(duplicate(,fragment{ip:-1:False}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:window:replace:30},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:190}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:57072}(duplicate(tamper{TCP:window:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:replace:9181}(tamper{TCP:reserved:replace:3},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:window:replace:190},),)-|",1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:54:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:urgptr:replace:13635}(tamper{TCP:dataofs:replace:13},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False:30},duplicate)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:ff6667a17a5ee1bd66b0d03b241bd362}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True}(tamper{TCP:options-sackok:replace:},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-nop::0]-drop-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(duplicate(duplicate(fragment{tcp:-1:True:14},),),)-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:ack:replace:4172721868}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:14}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:130}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:replace:e414e49f157a1a5417d6c82a6c163da1},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:sport:replace:58071}(fragment{tcp:-1:False}(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-eol:corrupt},tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(,duplicate(tamper{TCP:sport:corrupt},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:249}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:flags:replace:P}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:seq:replace:1110954344}-|,1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:load:replace:1tpkwoage8}-|[TCP:options-eol:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:replace:9181}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:11630}(fragment{tcp:-1:False}(,duplicate),)-|[TCP:reserved:0]-tamper{TCP:options-eol:corrupt}-|[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:urgptr:replace:13635})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:-1:False}-|[TCP:options-altchksumopt:]-drop-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:11630}(fragment{tcp:-1:False}(,duplicate),)-|[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:urgptr:replace:13635}),)-|",1,[0]
0.0,"[TCP:options-eol::0]-fragment{ip:-1:False:5}(duplicate(tamper{TCP:flags:replace:},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-uto:replace:142}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(fragment{ip:37:False},)-|",1,[0]
0.0,[TCP:options-sackok::1]-duplicate-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:ack:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:25:False:12}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:window:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-timestamp:replace:2901296696}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:50:True:25}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-uto:replace:105}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(tamper{TCP:flags:replace:},)-|",1,[0]
0.0,"[TCP:options-sack::2]-fragment{tcp:-1:False}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:4080220909}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:flags:corrupt}(tamper{TCP:chksum:replace:56216},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:3835850892}(tamper{TCP:load:corrupt}(tamper{TCP:options-wscale:replace:118}(duplicate,),),)-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:load:replace:1tpkwoage8}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-wscale:replace:94}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:224}(fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:24},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:replace:53041}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:38363}(tamper{TCP:options-mss:corrupt}(tamper{TCP:reserved:replace:3}(tamper{TCP:options-mss:replace:18910},),),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:seq:replace:3011426626}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:224}(fragment{tcp:43:True:33},)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(tamper{TCP:reserved:corrupt},drop)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(,tamper{TCP:options-altchksum:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:P}(duplicate(,tamper{TCP:options-timestamp:replace:218248988}(tamper{TCP:options-timestamp:replace:521119363},)),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(duplicate(tamper{TCP:dport:corrupt},tamper{TCP:options-sackok:replace:}),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:load:__DNS_REQUEST__:1]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:11630}(fragment{tcp:-1:False}(duplicate,tamper{TCP:options-sackok:replace:}),)-|[TCP:options-mss:6967]-tamper{TCP:options-eol:corrupt}-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-md5header:replace:b9b39cfed2be90d6f9dd17fe50e86c85},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-sackok:replace:}(tamper{TCP:reserved:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:replace:53038}(duplicate(,tamper{TCP:options-uto:replace:249}),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:SREN}(duplicate(,tamper{TCP:window:replace:120}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:105}-|,1,[0]
