Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-nop::1]-|,1,[-1000]
-10.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:11:False:43})-|[TCP:urgptr:50481:0]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:ack:replace:3347548184},tamper{TCP:flags:replace:RA})-|[TCP:options-mss:48286]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}-|[TCP:load:__DNS_REQUEST__]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dport:corrupt}(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:dataofs:replace:10},),),)-|[TCP:sport:42326]-drop-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-uto:replace:41}-|[TCP:options-mss:61194]-duplicate-|,1,[-10]
-10.0,[TCP:ack:4077409586]-duplicate-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:window:replace:150}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|[TCP:seq:2014404837]-tamper{TCP:options-wscale:replace:230}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:11114}(tamper{TCP:dataofs:replace:14},)-|[TCP:options-mss:38615]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:window:10]-tamper{TCP:urgptr:replace:45179}-|,1,[-10]
-10.0,"[TCP:options-mss:8283]-tamper{TCP:options-eol:replace:}(tamper{TCP:dport:replace:16198}(tamper{TCP:options-altchksum:corrupt},),)-|[TCP:window:80]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}-|[TCP:window:70]-tamper{TCP:urgptr:replace:15400}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:window:replace:60}-|[TCP:flags:SPAEC]-drop-|,1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:chksum:31239:3]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:window:replace:130}-|[TCP:dataofs:14]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:sport:30440]-fragment{tcp:36:True:1}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-md5header:d73ebf559e572cf68556f0aaf815eff1:1]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:sport:30440]-tamper{TCP:chksum:replace:16516}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|[TCP:options-wscale:219:1]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:sport:replace:47206}-|[TCP:options-mss:18651:2]-tamper{TCP:ack:replace:2121171709}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:dport:56160]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:dport:corrupt},)-|[TCP:options-wscale:233]-drop-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:seq:replace:2855807634}-|[TCP:options-timestamp:2588094090]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:4:False:15}(fragment{tcp:-1:False},)-|[TCP:window:60]-tamper{TCP:flags:replace:F}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:reserved:replace:1}-|[TCP:window:110]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:replace:200}(tamper{TCP:seq:corrupt},)-|[TCP:options-timestamp:1318882840]-tamper{TCP:reserved:replace:6}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(duplicate,)-|[TCP:dataofs:14:4]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:20:False:5}(duplicate(,tamper{TCP:chksum:replace:53574}),)-|[TCP:sport:41912]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:window:140]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:seq:replace:2032601665}(tamper{TCP:reserved:corrupt}(duplicate,),),),duplicate)-|[TCP:options-uto:224]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:sport:30440]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-uto:corrupt}-|[TCP:window:50]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False})-|[TCP:options-md5header:a0e8f17f2b5fbee61a4cd538ca5a7e85]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:sport:replace:28740}(tamper{TCP:load:corrupt},)-|[TCP:options-mss:55977]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:True:26}-|[TCP:chksum:35072]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(,tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:replace:26846},))-|[TCP:chksum:31771:2]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:window:replace:70},)-|[TCP:load:__HTTP_REQUEST__:2]-tamper{TCP:window:replace:160}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:reserved:5]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(fragment{tcp:-1:False},)-|[TCP:dport:38153]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:True})-|[TCP:ack:2544850826]-duplicate-|",1,[-10]
-10.0,[TCP:dataofs:5]-tamper{TCP:options-eol:corrupt}-|[TCP:options-altchksum:146:1]-duplicate-|[TCP:seq:765492024]-duplicate-|,1,[-10]
0.0,[TCP:reserved:1]-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-wscale:replace:24}(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:replace:125}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-timestamp:replace:2900652306},)-|",1,[0]
0.0,[TCP:chksum:1013]-|,1,[0]
0.0,[TCP:chksum:14704]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:seq:replace:2032601665}(tamper{TCP:reserved:replace:6},),)-|",1,[0]
0.0,[TCP:flags:A]-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(,tamper{TCP:dport:replace:15532})-|",1,[0]
0.0,"[TCP:options-sackok::1]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:dport:18278]-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:176}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-fragment{tcp:-1:True}(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(,tamper{TCP:load:replace:taawqy654g}))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol::2]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:chksum:13692]-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:48:True}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-nop::2]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:replace:218}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:65}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:replace:30}(tamper{TCP:urgptr:replace:48539},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:2}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(fragment{tcp:-1:False},tamper{TCP:dport:replace:15532})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:seq:replace:4279598557}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-nop:]-tamper{TCP:ack:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}-|,1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-wscale:replace:24}(duplicate(,tamper{TCP:options-timestamp:replace:3334223575}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-fragment{tcp:-1:True}(tamper{TCP:options-altchksum:replace:138},tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{ip:-1:True}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,tamper{TCP:options-sack:corrupt})-|",1,[0]
0.0,[TCP:options-eol::1]-tamper{TCP:dport:replace:15532}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:options-mss:corrupt},tamper{TCP:dport:replace:15532})-|",1,[0]
0.0,"[TCP:options-eol::1]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:corrupt}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:False:43}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(duplicate(duplicate(,duplicate),),)-|",1,[0]
0.0,[TCP:options-sack::3]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,duplicate(tamper{TCP:flags:corrupt},duplicate))-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:replace:15515}-|,1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol::1]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:2032601665}(tamper{TCP:reserved:replace:6},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:replace:218}(tamper{TCP:options-md5header:replace:eed79dbdfca3e00fa0c83103668bb8a1},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(,tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-fragment{tcp:-1:False:5}(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:replace:30}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{ip:3:True:29}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,[TCP:options-timestamp:3390127799]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:11114}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:53291}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-fragment{tcp:-1:True:20}(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(fragment{tcp:-1:False},drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(tamper{TCP:reserved:corrupt}(tamper{TCP:options-sackok:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-fragment{tcp:-1:True}(fragment{tcp:-1:True},tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:load:replace:})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:14871}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:33844}-|,1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:36148}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(,tamper{TCP:options-md5header:replace:f7ff47cb7f9d85858182825be9f840a5})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-md5header:replace:983acc0a7de45c548046021a92ff29d5}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:20:False:5}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-timestamp:replace:1169368799}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:15}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(duplicate,tamper{TCP:dport:replace:15532})-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:65}-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-eol:corrupt}(tamper{TCP:urgptr:replace:63324},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:20:True:32},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:48539}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:replace:992398519},fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:176}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:5}(,duplicate(,fragment{tcp:-1:True}))-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-sackok:replace:}(duplicate(,tamper{TCP:options-timestamp:replace:3334223575}),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:load:replace:taawqy654g})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:False:5}(,tamper{TCP:options-md5header:replace:f7ff47cb7f9d85858182825be9f840a5})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(tamper{TCP:flags:corrupt},duplicate))-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False:5}(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:ack:replace:3347548184},duplicate(tamper{TCP:load:replace:taawqy654g},))-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:True:33}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:options-wscale:replace:239}-|,1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:57:True:5}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::2]-duplicate(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:False}(,duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:sport:replace:41080}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:29574}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:11114}(tamper{TCP:chksum:replace:14871}(tamper{TCP:options-timestamp:replace:486300525},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:flags:replace:FPAU}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:11:True:5}(,duplicate(tamper{TCP:sport:corrupt},))-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{ip:-1:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:reserved:replace:0}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-md5header:replace:1e970e09e0224d6c28f0b3b8f0c1907f}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(fragment{tcp:-1:False},duplicate(,duplicate)),)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:seq:replace:1103649531},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:20:True:32}(,tamper{TCP:options-timestamp:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:48539}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-mss:replace:42505}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:1169368799}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:corrupt},),tamper{TCP:dport:replace:15532})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(,tamper{TCP:load:replace:}(duplicate,)),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:replace:992398519},fragment{tcp:-1:True}(tamper{TCP:options-altchksumopt:replace:},))-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-eol:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:sport:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:replace:57633}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:replace:20211}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-mss:8283]-tamper{TCP:sport:replace:36148}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:load:corrupt}(tamper{TCP:seq:replace:3847722254},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sack:replace:}-|[TCP:options-sack::2]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:seq:replace:1034460230}-|,1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:-1:True:5}(,tamper{TCP:reserved:replace:3})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(tamper{TCP:ack:corrupt},duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:28601}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(fragment{tcp:-1:True}(tamper{TCP:options-timestamp:corrupt},),tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-wscale:replace:196}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(fragment{tcp:41:True},duplicate),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:replace:1662573659}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(fragment{tcp:-1:True},tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(fragment{tcp:-1:True},tamper{TCP:options-md5header:replace:db4e0c896b2b98ccf254fdde85705a08})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:load:replace:}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:112}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(duplicate(,duplicate),tamper{TCP:dport:replace:15532})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:replace:1083}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(duplicate,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,tamper{TCP:load:replace:})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:42:False}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(duplicate(tamper{TCP:options-md5header:replace:7173b36b4dd543c0b0bb208ff5bf3ab6},fragment{tcp:-1:True}),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-sackok:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:True:5}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:24}-|,1,[0]
0.0,[TCP:options-sackok::2]-tamper{TCP:seq:replace:4279598557}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:load:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:20:False:5}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:True}(duplicate,))-|[TCP:options-eol:]-drop-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:seq:replace:698753720},)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-wscale:replace:24}(duplicate(,tamper{TCP:options-timestamp:replace:3334223575}(tamper{TCP:options-sackok:corrupt},)),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(tamper{TCP:reserved:corrupt}(tamper{TCP:options-sackok:corrupt},),)-|[TCP:options-nop:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False:2}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:20:False:5}(tamper{TCP:options-md5header:corrupt},fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:15}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:replace:8}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:options-timestamp:2686897407:3]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:5}(,tamper{TCP:options-sack:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:seq:replace:2032601665}(tamper{TCP:reserved:replace:6}(duplicate(tamper{TCP:urgptr:corrupt},),),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-uto:replace:22}(tamper{TCP:reserved:replace:6}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:replace:791389786}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(fragment{tcp:-1:True}(,tamper{TCP:options-mss:replace:59095}),tamper{TCP:options-nop:replace:})-|",1,[0]
