Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-md5header:replace:d75102c1c67044c1583b457bf5f1704a}(tamper{TCP:chksum:replace:48877},),)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:True:38}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:2662850882}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:replace:62670}(tamper{TCP:options-timestamp:replace:705192704},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:41:True:20},tamper{TCP:seq:replace:781474306})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:349596637}-|,1,[0]
0.0,[TCP:chksum:11136:2]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:reserved:replace:5}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:chksum:replace:38582},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:reserved:replace:1},)-|[TCP:options-sack:]-fragment{ip:36:False:12}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:replace:70}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:dport:replace:1906}(fragment{tcp:37:False},),)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,[TCP:options-sackok::0]-fragment{tcp:-1:False}-|[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:8:False:4},tamper{TCP:options-wscale:replace:171})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:dport:replace:44005}(tamper{TCP:options-timestamp:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1300030959}(tamper{TCP:options-wscale:corrupt}(fragment{tcp:42:True:31},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(duplicate(,tamper{TCP:seq:corrupt}),)-|[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-mss:replace:53883}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:12}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,[TCP:ack:860283778:2]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:23526}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:5f95f5d93fe0dd9b5cd005fd04914e6d}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:ack:replace:879234619}-|[TCP:options-eol:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:34:False}(,tamper{TCP:load:replace:j4sw03fq08}(tamper{TCP:sport:corrupt},))-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:3812632924}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(drop,)-|[TCP:options-nop:]-tamper{TCP:options-mss:replace:30885}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-uto:replace:76}-|[TCP:options-sack:]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:dport:replace:1906}(tamper{TCP:dataofs:replace:15}(tamper{TCP:options-eol:replace:},),),)-|",1,[0]
0.0,"[TCP:chksum:11136:2]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:8:False:4})-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:replace:1906}(tamper{TCP:dataofs:replace:15}(tamper{TCP:urgptr:replace:56402},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:replace:10918}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:seq:corrupt}-|[TCP:options-eol::2]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:True:2}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dataofs:corrupt}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:90}(fragment{tcp:27:True:13}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:options-md5header:corrupt},),tamper{TCP:dport:replace:26009})-|",1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::0]-fragment{ip:-1:False}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:corrupt}(duplicate(,tamper{TCP:chksum:corrupt}),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:dport:replace:30428},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(tamper{TCP:urgptr:replace:12679},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:False}(,tamper{TCP:load:replace:j4sw03fq08}(tamper{TCP:options-sack:corrupt},))-|",1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:options-nop:corrupt}(tamper{TCP:flags:replace:FSPAUEC},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1300030959}(tamper{TCP:chksum:replace:51422},)-|",1,[0]
0.0,[TCP:load:__DNS_REQUEST__:0]-fragment{tcp:-1:False:20}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False:22}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:sport:corrupt}(tamper{TCP:options-mss:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:29848}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{ip:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate,tamper{TCP:window:corrupt})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-sackok:]-tamper{TCP:dataofs:replace:14}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-eol:replace:},fragment{tcp:-1:True})-|[TCP:options-nop:]-tamper{TCP:options-sack:replace:}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sackok:corrupt},drop)-|[TCP:options-eol:]-fragment{tcp:-1:False}-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:replace:90}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:replace:124}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-md5header:replace:e1946c8e6c222610c675d609ded8e2a1},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:dport:1109]-duplicate(tamper{TCP:options-md5header:replace:469a6310ace514cea6e1eca60b4f1e00},fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate(drop,tamper{TCP:seq:corrupt}(tamper{TCP:window:replace:70},)),)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:load:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1300030959}(tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False:22},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:replace:},)-|[TCP:dataofs:11]-tamper{TCP:sport:corrupt}(drop,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(duplicate(tamper{TCP:sport:corrupt},),)-|",1,[0]
0.0,"[TCP:urgptr:5897]-tamper{TCP:sport:corrupt}(fragment{ip:-1:True:5}(,fragment{tcp:26:True:22}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-wscale:replace:254},)-|",1,[0]
0.0,"[TCP:urgptr:5897]-tamper{TCP:sport:corrupt}(fragment{ip:-1:True:5}(,fragment{ip:-1:True:5}),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(duplicate(duplicate,fragment{tcp:-1:True:5}),)-|[TCP:options-sackok:]-duplicate(tamper{TCP:ack:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:ack:replace:1884607029},)-|",1,[0]
0.0,[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:dport:replace:30587}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:3:False:1}(tamper{TCP:dataofs:replace:12},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:1:True}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:options-md5header:corrupt},tamper{TCP:options-sackok:replace:}),tamper{TCP:dport:replace:26009})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:254}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:replace:1906}(tamper{TCP:chksum:replace:20120}(tamper{TCP:urgptr:replace:56402},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:urgptr:20383]-duplicate(,tamper{TCP:options-uto:replace:254})-|[TCP:options-md5header:8e69849cdb223b066edd6b282eb25895]-drop-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:3479871060}-|,1,[0]
0.0,[TCP:flags:FSPAE:3]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|[TCP:window:120]-duplicate(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,"[TCP:urgptr:5897]-fragment{ip:-1:True:5}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),duplicate(,tamper{TCP:options-wscale:corrupt}))-|",1,[0]
0.0,[TCP:chksum:11136:2]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|[TCP:options-eol:]-tamper{TCP:options-eol:replace:}(duplicate,)-|",1,[0]
0.0,[TCP:options-md5header:ef0a1415414c5869a9e8350490dfe01c:4]-fragment{tcp:-1:False:20}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:ack:replace:1051304607}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-wscale:replace:171}(fragment{tcp:-1:True:5},),)-|[TCP:dport:2749]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:254}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:options-nop:]-tamper{TCP:ack:replace:3478181246}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1300030959}(fragment{tcp:-1:False:22},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:dport:replace:1906}(tamper{TCP:options-wscale:replace:101}(tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:True},),),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-fragment{ip:-1:False:45}(,duplicate(,tamper{TCP:seq:replace:1434156405}))-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-md5header:replace:c30c2ce8187a6c87fb3bb1b2f1a0a5b3}-|,1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:15:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(fragment{ip:15:True}(,duplicate(,fragment{tcp:-1:False})),)-|",1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:22}(,drop)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-eol:replace:},)-|[TCP:options-eol:]-tamper{TCP:options-sack:replace:}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:36}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{ip:26:True:5}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True:38}(,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:replace:188616eec45473872a30547e02fa63d5},fragment{tcp:-1:True})-|[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,drop)-|[TCP:options-eol:]-fragment{tcp:-1:True:14}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:178}(duplicate,)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sackok:corrupt},drop)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:3074640887}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},tamper{TCP:options-uto:replace:254})-|[TCP:options-md5header:8e69849cdb223b066edd6b282eb25895]-tamper{TCP:load:corrupt}(drop,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate,)-|[TCP:options-eol:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:17:True:13}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:dport:replace:56076}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|[TCP:options-sackok:]-tamper{TCP:sport:replace:23265}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(tamper{TCP:reserved:replace:1},)-|[TCP:options-sack:]-fragment{tcp:-1:False:12}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(duplicate(duplicate,fragment{tcp:-1:True:5}),)-|",1,[0]
0.0,[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:18:False:16}(duplicate,tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:dataofs:14]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:ack:replace:879234619}(tamper{TCP:load:replace:__DNS_REQUEST__},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate(drop,tamper{TCP:seq:corrupt}(tamper{TCP:window:replace:70}(duplicate,),)),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:replace:1906}(tamper{TCP:dataofs:replace:15}(tamper{TCP:dport:replace:26617},),)-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,[TCP:flags:FSPAE:3]-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:34:False}(,tamper{TCP:window:replace:50}(tamper{TCP:sport:corrupt},))-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:dport:corrupt}(duplicate(,tamper{TCP:load:replace:__HTTP_REQUEST__}),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:sport:replace:61005}(tamper{TCP:options-mss:corrupt}(duplicate(tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True},),),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:replace:124}(duplicate(drop,),)-|",1,[0]
0.0,"[TCP:chksum:11136:2]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:70d19b3cc4794603ebf010e777fbd8e0}-|,1,[0]
0.0,"[TCP:urgptr:57399]-duplicate(fragment{tcp:-1:True}(,fragment{tcp:-1:False}),tamper{TCP:window:replace:120})-|[TCP:window:120]-tamper{TCP:options-md5header:corrupt}(duplicate(tamper{TCP:load:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:41:True:20},tamper{TCP:reserved:replace:4})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:2662850882}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:window:120]-tamper{TCP:options-md5header:corrupt}(duplicate(tamper{TCP:options-altchksum:corrupt},tamper{TCP:dataofs:replace:9}),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-eol:corrupt}(duplicate(tamper{TCP:options-wscale:replace:163},),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False:10}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:5f95f5d93fe0dd9b5cd005fd04914e6d}(tamper{TCP:options-uto:corrupt}(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-sack:replace:},))-|[TCP:options-altchksum:124]-fragment{tcp:-1:True}(tamper{TCP:ack:corrupt},)-|[TCP:options-altchksumopt:]-drop-|",1,[0]
0.0,[TCP:seq:1485759417]-fragment{tcp:-1:False:43}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True}(,tamper{TCP:load:replace:bypkykvbax}),tamper{TCP:window:replace:120})-|[TCP:window:120]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:replace:1906}(tamper{TCP:dataofs:replace:15}(tamper{TCP:urgptr:replace:56402}(tamper{TCP:ack:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:45:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:replace:879234619}(fragment{tcp:-1:False},)-|[TCP:options-eol:]-fragment{ip:-1:True}-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},drop)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1300030959}(tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False:22},),)-|[TCP:options-sack:]-drop-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:window:corrupt}(fragment{tcp:-1:True:14},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:7}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:29848}(fragment{tcp:-1:True}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:flags:FSPAE:3]-tamper{TCP:dport:corrupt}(tamper{TCP:options-mss:replace:1002},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:41:True:20}(fragment{tcp:-1:True},),tamper{TCP:seq:replace:781474306})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:urgptr:replace:15393},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(duplicate(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-eol:corrupt}(duplicate(,tamper{TCP:window:replace:180}),)-|",1,[0]
0.0,[TCP:sport:51325]-tamper{TCP:options-timestamp:replace:2501478926}-|,1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-fragment{tcp:-1:False:21}(tamper{TCP:options-sack:corrupt}(drop,),tamper{TCP:window:corrupt})-|",1,[0]
0.0,[TCP:dport:2749]-duplicate-|,1,[0]
0.0,"[TCP:ack:2244359201]-tamper{TCP:sport:corrupt}(fragment{tcp:59:False:29}(duplicate(,fragment{tcp:-1:True}),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:sport:replace:10918}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:load:__DNS_REQUEST__:0]-fragment{tcp:-1:False:35}(,tamper{TCP:window:corrupt}(tamper{TCP:load:corrupt},))-|",1,[0]
0.0,[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:sport:replace:57958}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:True},),)-|[TCP:options-eol:]-fragment{tcp:-1:False}-|",1,[0]
0.0,"[TCP:dport:1109]-duplicate(fragment{tcp:-1:True},tamper{TCP:options-md5header:replace:469a6310ace514cea6e1eca60b4f1e00})-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:15:True}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(duplicate(tamper{TCP:window:corrupt},duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:chksum:replace:41846},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True:27}(,tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:36:True:18}-|,1,[0]
0.0,"[TCP:options-uto:37]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,tamper{TCP:options-timestamp:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,tamper{TCP:ack:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:41:True:20},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:34:False}(,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate,tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-sackok:corrupt}(duplicate(tamper{TCP:dataofs:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:ack:replace:2794496004}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(drop,)-|[TCP:flags:SA:2]-tamper{TCP:options-mss:replace:30885}(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{ip:15:True}-|,1,[0]
