Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:reserved:0]-drop-|,1,[-1000]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:138}-|[TCP:dport:19919]-tamper{TCP:options-timestamp:replace:542512944}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:dport:corrupt}-|[TCP:chksum:49148:0]-drop-|,1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|[TCP:window:50]-drop-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-wscale:corrupt}-|[TCP:options-uto:158]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:True}(tamper{TCP:options-altchksumopt:replace:},),)-|[TCP:dataofs:3]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:ack:corrupt},)-|[TCP:reserved:5:3]-tamper{TCP:seq:replace:344748395}-|",1,[-10]
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:54326]-tamper{TCP:urgptr:corrupt}(tamper{TCP:chksum:replace:62197}(duplicate,),)-|[TCP:options-mss:10609]-tamper{TCP:options-sack:replace:}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate(,tamper{TCP:dport:replace:24883}(duplicate,)),)-|[TCP:chksum:8429]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-mss:21725:3]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:23:False})-|[TCP:options-wscale:162:0]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:28:False}(,tamper{TCP:options-md5header:replace:d32089484cdcab1f528c0fa4ad5b55c6})-|[TCP:sport:55112]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:urgptr:replace:40073}(duplicate,),tamper{TCP:options-altchksum:replace:168}(fragment{tcp:-1:True:33},))-|[TCP:options-altchksum:73]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-drop-|[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:flags:replace:F},)-|[TCP:options-sack:]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-wscale:59:4]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-eol:corrupt}(fragment{tcp:51:False}(fragment{tcp:-1:True},duplicate(duplicate,)),)-|[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}-|[TCP:urgptr:55750]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:sport:corrupt}(tamper{TCP:ack:corrupt},)-|[TCP:flags:]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-uto:replace:233}-|[TCP:options-altchksumopt:]-|[TCP:options-nop:]-tamper{TCP:urgptr:replace:36301}-|[TCP:load:__DNS_REQUEST__]-tamper{TCP:chksum:replace:25354}-|,1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-uto:133]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:options-sackok:]-tamper{TCP:load:corrupt}-|[TCP:options-mss:61848]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:window:replace:20}-|[TCP:sport:22834:2]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:window:corrupt}-|[TCP:ack:747357006]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|[TCP:options-uto:92:3]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:seq:4140659594]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-timestamp:replace:2292758215}(tamper{TCP:urgptr:replace:40109},),)-|[TCP:options-altchksum:86]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|[TCP:urgptr:62106]-tamper{TCP:seq:replace:563225401}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(duplicate,)-|[TCP:urgptr:37612:3]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol::0]-duplicate(,duplicate)-|[TCP:seq:85608392]-tamper{TCP:urgptr:replace:61829}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:23:False}(,drop))-|[TCP:load:]-drop-|",1,[-10]
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:seq:1002931261:3]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-fragment{tcp:-1:True}-|[TCP:options-uto:165]-drop-|,1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{ip:-1:True:5}(,tamper{TCP:options-nop:corrupt})-|[TCP:options-mss:37850:1]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(duplicate,)-|[TCP:window:10:4]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,"[TCP:options-eol::0]-fragment{tcp:-1:False:5}(,fragment{tcp:-1:True}(fragment{tcp:-1:False},))-|[TCP:options-mss:4232]-tamper{TCP:load:replace:__DNS_REQUEST__}-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:reserved:replace:2}-|[TCP:options-wscale:104]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(duplicate,)-|[TCP:options-altchksum:239:3]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,fragment{tcp:-1:True}(fragment{tcp:-1:True},))-|[TCP:reserved:2]-drop-|",1,[-10]
-10.0,"[TCP:flags:A]-fragment{tcp:7:False:9}(,tamper{TCP:reserved:replace:2}(duplicate(duplicate,),))-|[TCP:window:130]-duplicate-|",1,[-10]
-10.0,[TCP:sport:54945:2]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:seq:replace:3408841797}(duplicate(tamper{TCP:options-uto:corrupt}(tamper{TCP:options-eol:corrupt}(tamper{TCP:ack:corrupt},),),duplicate),)-|[TCP:load:__DNS_REQUEST__:2]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:38241}-|[TCP:options-uto:173:1]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:44:True:5}(duplicate,tamper{TCP:options-uto:replace:196})-|[TCP:dport:8415]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:dport:54326]-tamper{TCP:urgptr:corrupt}(tamper{TCP:chksum:replace:62197}(duplicate,),)-|[TCP:options-altchksum:25]-tamper{TCP:options-md5header:replace:69d590337acb77fdfe70a3de13e53511}-|",1,[-10]
-10.0,[TCP:options-eol::0]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:options-mss:54860]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{ip:-1:False}(fragment{tcp:-1:True},)-|[TCP:window:10]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,"[TCP:options-mss:54734]-fragment{ip:-1:False:5}(,tamper{TCP:reserved:replace:2}(duplicate(,duplicate),))-|[TCP:load:__HTTP_REQUEST__]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:b8777f843a17fd8eab3c39bbe221173a}(drop,)-|[TCP:options-altchksumopt:]-fragment{ip:-1:True}-|[TCP:seq:2196100865:1]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:ack:1254921722:0]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,"[TCP:options-eol::0]-duplicate(,duplicate)-|[TCP:urgptr:46863]-tamper{TCP:urgptr:replace:3624}-|",1,[-10]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True}(,drop),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-altchksumopt:]-drop-|",1,[0]
0.0,[TCP:chksum:42433]-|,1,[0]
0.0,[TCP:dataofs:6]-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(fragment{tcp:40:True:4},)-|",1,[0]
0.0,[TCP:options-md5header:a1b5191cabdab0d8bce59860f97dc4f4]-|,1,[0]
0.0,"[TCP:options-sack::3]-tamper{TCP:load:replace:__HTTP_REQUEST__}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:reserved:replace:0}(tamper{TCP:options-sack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-eol::3]-tamper{TCP:sport:replace:25788}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:138}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:window:replace:20},)-|[TCP:options-eol:]-tamper{TCP:dataofs:replace:15}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:44:True:22}(drop,)-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok::2]-duplicate(,tamper{TCP:options-sack:corrupt})-|",1,[0]
0.0,[TCP:chksum:43954]-|,1,[0]
0.0,[TCP:options-wscale:227]-|,1,[0]
0.0,[TCP:options-sack::3]-duplicate-|,1,[0]
0.0,[TCP:options-mss:54470]-|,1,[0]
0.0,[TCP:options-eol::3]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-wscale:replace:74}(tamper{TCP:options-altchksumopt:corrupt},),)-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-timestamp:3524634179]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-altchksum:replace:214},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:ack:replace:1588954904})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(drop,tamper{TCP:ack:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True}(,duplicate),)-|",1,[0]
0.0,[TCP:window:140]-|,1,[0]
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:chksum:replace:63249},)-|",1,[0]
0.0,[TCP:dport:25872]-|,1,[0]
0.0,"[TCP:options-sack::2]-fragment{tcp:-1:True}(tamper{TCP:reserved:replace:2},)-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:flags:replace:FSRPAUN}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:replace:},)-|[TCP:flags:PA]-tamper{TCP:load:replace:}-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:flags:replace:FSPAUCN}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:140}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(drop,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:sport:replace:25788}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:replace:}(tamper{TCP:sport:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-wscale:replace:74},)-|",1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-altchksumopt:]-drop-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:seq:corrupt}(tamper{TCP:options-timestamp:replace:1609807532},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:load:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:40:True:4},)-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:sport:replace:25788}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True:5},),)-|",1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:load:replace:__HTTP_REQUEST__}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-wscale:replace:74}(tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:True},),),)-|",1,[0]
0.0,"[TCP:options-sack::2]-duplicate(drop,)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:44:True:22}-|,1,[0]
0.0,[TCP:options-eol::2]-fragment{tcp:38:False}-|,1,[0]
0.0,"[TCP:options-sack::1]-fragment{tcp:-1:True}(fragment{tcp:-1:False},tamper{TCP:window:corrupt})-|",1,[0]
0.0,[TCP:options-eol::2]-tamper{TCP:sport:replace:14409}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:reserved:replace:6}-|,1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:44:True:22}(drop,tamper{TCP:options-nop:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:sport:replace:25788}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:False:23},),)-|",1,[0]
0.0,[TCP:options-sack::0]-fragment{tcp:40:True:4}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(,tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,"[TCP:options-sackok::1]-duplicate(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::1]-fragment{ip:-1:False:14}(tamper{TCP:reserved:replace:2},)-|",1,[0]
0.0,"[TCP:options-eol::2]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:1310571392}-|,1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:sport:corrupt}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:options-timestamp:replace:1609807532}(fragment{tcp:-1:True},),),)-|",1,[0]
0.0,[TCP:options-sackok::1]-duplicate-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:20:True:10}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:True}(tamper{TCP:sport:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:138}(fragment{ip:-1:False},)-|",1,[0]
0.0,[TCP:options-sackok::3]-duplicate-|,1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:36871}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:142}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-eol::2]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:dataofs:replace:10},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:28:True:6}-|,1,[0]
0.0,[TCP:options-altchksumopt::1]-fragment{tcp:35:False}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False}(duplicate,tamper{TCP:options-sackok:replace:}),)-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:sport:replace:25788}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:sport:replace:25788}(tamper{TCP:load:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:replace:},)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:59:True:29}(duplicate,))-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:ack:replace:1588954904},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},fragment{tcp:-1:False})-|[TCP:options-altchksumopt:]-drop-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:214}-|,1,[0]
0.0,"[TCP:options-eol::2]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:20}-|[TCP:options-eol:]-tamper{TCP:sport:replace:58238}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-sack:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:ack:replace:1588954904})-|[TCP:options-nop::1]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-md5header:replace:4baa5b1f80625a2c564d708dfbd10230},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:replace:},))-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:True:37},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:dataofs:replace:8},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:15}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:False:32},duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:flags:replace:FSRPAUN}(tamper{TCP:options-wscale:replace:160},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:140}(tamper{TCP:load:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:12:True}(fragment{tcp:-1:True:37},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:42:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:True}(tamper{TCP:sport:corrupt}(drop,),),)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:20:True:10}(tamper{TCP:options-nop:corrupt},duplicate)-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:flags:replace:FSPAUCN}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:20}-|[TCP:options-eol:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:True}(,fragment{tcp:-1:False}))-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False}(duplicate,),fragment{tcp:-1:False})-|[TCP:options-altchksumopt:]-drop-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:59:True:29}(duplicate,))-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:load:replace:__HTTP_REQUEST__}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:ack:corrupt})-|[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:sport:replace:25788}(tamper{TCP:load:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(,tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:20:True:10}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:sport:corrupt}(tamper{TCP:ack:corrupt}(fragment{ip:28:False:14},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},fragment{tcp:3:False})-|[TCP:options-altchksumopt:]-drop-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{ip:13:True:24}-|,1,[0]
0.0,[TCP:options-altchksum:103]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-md5header:replace:4baa5b1f80625a2c564d708dfbd10230},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:replace:}(tamper{TCP:options-wscale:corrupt},),)-|[TCP:flags:PA]-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:142}(fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:12},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,"[TCP:options-mss:11150]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:options-nop:replace:}(tamper{TCP:sport:corrupt},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-altchksumopt:]-drop-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:options-md5header:replace:02a895b537096fd6e5f2a5173aa040cd}-|,1,[0]
0.0,[TCP:reserved:0]-fragment{ip:-1:False}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:52752}(tamper{TCP:options-wscale:replace:74}(tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:True},),),)-|",1,[0]
0.0,[TCP:options-mss:23793]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:dport:replace:52868},tamper{TCP:chksum:replace:63249})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}-|[TCP:chksum:12318]-fragment{tcp:-1:True}(tamper{TCP:reserved:replace:2},)-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-altchksum:replace:139}(tamper{TCP:load:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(fragment{tcp:-1:False},tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:27918}(tamper{TCP:options-nop:replace:},)-|[TCP:flags:PA]-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:True:25},)-|[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:sport:replace:25788}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True}(duplicate(tamper{TCP:sport:replace:51655},),),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False}(tamper{TCP:options-wscale:replace:147},),)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
