Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-altchksumopt::2]-drop-|,1,[-1000]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:60599}(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:load:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,fragment{ip:45:False})-|",1,[0]
0.0,[TCP:ack:3421718410]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:6}(fragment{tcp:-1:False}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-altchksum:replace:65},)-|",1,[0]
0.0,[TCP:options-sackok::2]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sack::3]-tamper{TCP:options-md5header:replace:3db1e65555459f85399933de02324385}(tamper{TCP:reserved:corrupt},)-|[TCP:options-altchksumopt::3]-drop-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:replace:5}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:replace:1506394370},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:replace:46409}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,duplicate)-|[TCP:options-eol::2]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:-1:False}(fragment{ip:-1:True:5},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:59:True}(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,[TCP:options-timestamp:3837405161:3]-|,1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:-1:False}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{ip:-1:True:30},)-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:20551}(tamper{TCP:options-altchksum:replace:234}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:5}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:24409}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:False}(,duplicate)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:replace:124}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:seq:replace:3876655172},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:40:True:20}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{ip:42:False}(,duplicate)-|[TCP:options-eol::1]-duplicate-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:46409}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(,drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:False:46}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:6}(fragment{tcp:-1:False}(tamper{TCP:options-uto:corrupt},),)-|[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:0743bd315a1dafc12b8ef43ddcea5fb4}-|",1,[0]
0.0,[TCP:options-sackok::1]-fragment{ip:-1:True}-|,1,[0]
0.0,[TCP:dataofs:12]-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:63511}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,duplicate(fragment{ip:-1:True:30},))-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate,duplicate)-|",1,[0]
0.0,[TCP:options-sackok::2]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(duplicate,duplicate)-|[TCP:options-eol::1]-duplicate-|",1,[0]
0.0,[TCP:options-sack::2]-tamper{TCP:options-md5header:replace:3db1e65555459f85399933de02324385}-|[TCP:options-altchksumopt::2]-drop-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True:40}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:60599}(duplicate(,fragment{tcp:-1:False}),)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksumopt:corrupt},fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True:35}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:17408}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:dataofs:corrupt}(tamper{TCP:urgptr:replace:1862},),fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:options-timestamp:replace:3792685880}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:m1e7wck8x1}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:options-md5header:replace:3db1e65555459f85399933de02324385}(tamper{TCP:reserved:corrupt}(duplicate,),)-|[TCP:options-altchksumopt::2]-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:37:True:18}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:chksum:replace:39533}-|,1,[0]
0.0,[TCP:options-eol:]-fragment{ip:14:False:7}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-timestamp:replace:1506394370})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:reserved:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-eol:corrupt}(duplicate,))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:-1:False}(fragment{tcp:38:False:19},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:options-eol:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:ack:replace:3316505016}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:seq:replace:2665379021},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:dataofs:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:replace:50579}-|[TCP:options-nop::1]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(,fragment{tcp:16:False:13})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:34:False:6}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:load:replace:}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:chksum:replace:27693}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{ip:-1:True:30})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},duplicate)-|",1,[0]
0.0,[TCP:options-eol::1]-duplicate-|,1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:False}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:reserved:replace:5}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:1249581252}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:60599}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:60599}(duplicate(tamper{TCP:options-mss:replace:52689},),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:22}-|,1,[0]
0.0,"[TCP:options-nop::0]-duplicate(fragment{ip:-1:True:30},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True:18}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:1249581252}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:3697861263}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:178}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-mss:replace:12365}(fragment{tcp:-1:False},),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:replace:}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:124}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:seq:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:3741164324}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{ip:-1:False:40}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(,fragment{tcp:-1:False:13})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:27693}(tamper{TCP:window:replace:90},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,tamper{TCP:ack:replace:2928856875})-|",1,[0]
0.0,[TCP:options-nop::0]-fragment{tcp:4:False:8}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:5}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:ack:replace:3316505016}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:False:30})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:59:True}(,fragment{tcp:-1:False:20}(duplicate(tamper{TCP:ack:replace:3003818820},),))-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-md5header:replace:3db1e65555459f85399933de02324385}(tamper{TCP:reserved:corrupt}(duplicate(duplicate,),),)-|[TCP:options-altchksumopt::1]-duplicate-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:False}(tamper{TCP:ack:replace:1036981147},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:dataofs:corrupt}(tamper{TCP:urgptr:replace:1862},),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:34:False:6}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-md5header:d9f7ea5264cb992cbb10b9a84f6dc370:2]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-uto:134]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:43:False}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:48759}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate-|[TCP:options-eol:]-fragment{ip:42:False}(,duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:1506394370}(fragment{tcp:-1:False},)-|[TCP:options-sack:]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(tamper{TCP:options-eol:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:replace:12365}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:130}-|,1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:38:False:19}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:29694}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:replace:42}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksumopt:corrupt},fragment{tcp:-1:True}(tamper{TCP:dport:corrupt},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-wscale:replace:115},)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:dataofs:replace:5}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:12:True},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:5}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:48056}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:34:False:6}(drop,),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dport:replace:2834}(tamper{TCP:options-altchksum:replace:234}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:10:False:12}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:37:True:18}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{ip:42:False}(drop,duplicate)-|[TCP:options-eol::0]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False:43})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,fragment{tcp:51:True:13})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:corrupt}-|[TCP:options-nop::0]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:1506394370}(tamper{TCP:options-md5header:replace:a972bcc015cc3dd6a360820b7cb6a6c0},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:0743bd315a1dafc12b8ef43ddcea5fb4}-|[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:6}(fragment{tcp:-1:False}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:urgptr:replace:8077}-|,1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:16:False:13}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{ip:-1:False}(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:40:True:20}-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:22437}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:reserved:0]-fragment{ip:-1:True:5}(fragment{tcp:38:False:19},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{ip:-1:False:20}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:46:True:44}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-md5header:replace:3db1e65555459f85399933de02324385}(tamper{TCP:reserved:corrupt}(duplicate(tamper{TCP:options-mss:replace:7478},),),)-|[TCP:options-altchksumopt::1]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-altchksum:corrupt}(tamper{TCP:sport:corrupt},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:24409}-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(tamper{TCP:flags:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:63511}-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,[TCP:sport:52892:1]-tamper{TCP:options-wscale:replace:124}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:48:False:32}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:seq:replace:3876655172}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False}(fragment{tcp:38:False:19},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:40:True:44}-|,1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:-1:False}(fragment{tcp:7:True:19},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:6:True:30}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:replace:39956}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-mss:corrupt},fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:50:False:40}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:11:True:44}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:43:True:4}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:replace:4014}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:f12378b94c82dcb4beb180642dfbe373}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:sport:replace:39956}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True:20}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:27693}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate(duplicate,))-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,[TCP:sport:22890:2]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:48:False:32}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:13636}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:window:corrupt}-|[TCP:options-nop::0]-fragment{tcp:6:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(tamper{TCP:options-eol:corrupt}(duplicate(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:replace:12365}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:31:False:15}(duplicate(tamper{TCP:seq:replace:3280393449},),drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate(,tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:True}(,tamper{TCP:load:replace:__DNS_REQUEST__}),duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:True}(tamper{TCP:dport:corrupt},),tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:replace:3}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:234}(duplicate(tamper{TCP:dataofs:corrupt},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:ack:replace:2928856875}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-uto:replace:71}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:window:corrupt})-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-md5header:replace:89768aa3e56a245b60cdd1a29647928a},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(tamper{TCP:seq:replace:3876655172}(duplicate,),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:10}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:dataofs:corrupt}(tamper{TCP:urgptr:replace:1862},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:urgptr:replace:34298}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True:30}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:reserved:replace:4}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-wscale:replace:115}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-sack::1]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:reserved:replace:3}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-mss:15328]-fragment{tcp:-1:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:replace:65365}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:48056}-|[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:14485c5fc2d4472bd64fafc7a065eb17}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:True:30})-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:31:False:15}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-altchksum:corrupt}(tamper{TCP:chksum:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{tcp:15:False:21},)-|[TCP:options-sack:]-duplicate(duplicate,)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:True:27}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:1133960967}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:60599}(duplicate(tamper{TCP:urgptr:replace:5246},),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:32}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:7:False:3}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,fragment{ip:-1:True:5})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:16249604dc906d386165a0c13fdd116e}(tamper{TCP:seq:replace:3876655172}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-uto:110]-duplicate(tamper{TCP:options-eol:replace:},)-|",1,[0]
