Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sack:]-drop-|,1,[-1000]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:23}(fragment{tcp:-1:False}(,tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,[TCP:options-altchksum:253:2]-|,1,[0]
0.0,"[TCP:options-altchksumopt::3]-duplicate(tamper{TCP:options-sack:corrupt},)-|[TCP:options-nop:]-tamper{TCP:options-mss:replace:64110}-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:248280616}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,[TCP:dport:63471]-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:replace:1}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:17710}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-timestamp:replace:306779670},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:360}-|,1,[0]
0.0,[TCP:options-wscale:141]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:1529100738}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,tamper{TCP:options-altchksum:replace:8})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:11}(,duplicate)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,[TCP:options-nop::3]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(duplicate(tamper{TCP:options-wscale:replace:87},drop),)-|",1,[0]
0.0,[TCP:options-md5header:30409ad3088d86ee18ce94a4fb2bf4b2]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|,1,[0]
0.0,[TCP:load:__DNS_REQUEST__]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(duplicate(tamper{TCP:options-altchksumopt:corrupt},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:101}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:urgptr:replace:1593}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:True},tamper{TCP:flags:replace:FSRP}),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(fragment{tcp:10:False:5},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:sport:corrupt},tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-duplicate(tamper{TCP:options-timestamp:corrupt},)-|[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:reserved:replace:4}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:38:False:18})-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:flags:replace:RE}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:bfbdtmwjyy}(duplicate(duplicate,tamper{TCP:options-sackok:corrupt}),)-|",1,[0]
0.0,[TCP:reserved:2:1]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(duplicate(tamper{TCP:options-altchksumopt:corrupt},),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,[TCP:reserved:0:0]-tamper{TCP:dport:replace:22800}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:sport:replace:17710}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:231}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(duplicate(tamper{TCP:options-altchksumopt:corrupt},),)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:23}(fragment{tcp:-1:False}(tamper{TCP:sport:replace:11854},tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:23}-|,1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:window:replace:90}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:dataofs:replace:4},)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:True}(tamper{TCP:options-sack:replace:},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:True:20})-|[TCP:options-nop:]-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate(,tamper{TCP:chksum:replace:13448}),duplicate)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:replace:170}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(duplicate(tamper{TCP:load:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:window:replace:50},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:replace:61865}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:12444}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:55875}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:bfbdtmwjyy}(tamper{TCP:sport:replace:22049}(duplicate(fragment{tcp:-1:False},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:17710}-|[TCP:options-sack:]-tamper{TCP:chksum:replace:18684}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-timestamp:replace:306779670},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:chksum:replace:62072}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:306779670}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(duplicate(duplicate(,duplicate),drop),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:87}-|,1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:seq:replace:1618361734}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:48:True:46}(,tamper{TCP:options-altchksum:replace:8})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate(duplicate,),duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-nop::2]-duplicate(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,"[TCP:options-nop::2]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:reserved:0]-duplicate(tamper{TCP:dataofs:replace:4}(tamper{TCP:options-uto:replace:216},),duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:replace:40}(duplicate,)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:seq:replace:1618361734}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:load:replace:6o6gqxt1i9}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}(duplicate(,drop),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-timestamp:replace:878550498},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,tamper{TCP:options-altchksum:replace:8})-|[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:1593}-|[TCP:options-nop:]-drop-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:1142950859}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:9:True:4}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:load:replace:bfbdtmwjyy}(duplicate(tamper{TCP:options-sackok:corrupt},duplicate),))-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-duplicate-|[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[0]
0.0,[TCP:reserved:0:0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:seq:replace:1618361734}(tamper{TCP:sport:corrupt}(tamper{TCP:chksum:replace:12444}(tamper{TCP:urgptr:corrupt},),),)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:dport:replace:41926}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,[TCP:dport:28650:2]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:True}(,tamper{TCP:options-md5header:replace:b55873162ce4a8de00c4d354d7ed4e74}),),)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:24:True}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(duplicate(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:42268}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(fragment{tcp:10:False:5},fragment{tcp:-1:True}),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},tamper{TCP:options-altchksum:replace:8})-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:ack:replace:1895184650},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:24645}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:chksum:replace:59012},)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:seq:replace:1618361734}(duplicate(,fragment{tcp:-1:False}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(tamper{TCP:sport:replace:17710}(tamper{TCP:options-md5header:corrupt}(tamper{TCP:flags:replace:FRPAEN},),),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(,tamper{TCP:chksum:replace:59012}),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-mss:corrupt}(duplicate(,tamper{TCP:options-md5header:replace:59c2c560266b32d8981cc58c4478608b}),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate(,tamper{TCP:chksum:replace:13448}),duplicate)-|[TCP:options-sack:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:options-uto:replace:250}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-altchksumopt:corrupt},)-|[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:1657}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:bfbdtmwjyy}(duplicate(duplicate(,duplicate),),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:bfbdtmwjyy}(duplicate(duplicate,tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{ip:-1:False:35}(fragment{tcp:-1:True}(tamper{TCP:options-sack:replace:},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:38:False:18},)-|[TCP:options-nop:]-tamper{TCP:options-sack:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:13:False:29}(,tamper{TCP:options-altchksum:replace:8})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:replace:23}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:replace:7829}-|,1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-uto:replace:170}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:101}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:False},duplicate)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(tamper{TCP:options-sackok:replace:},fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:chksum:3661]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:sport:corrupt}(drop,),tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:10:False:5},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:replace:40}(fragment{tcp:-1:True}(drop,),)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-timestamp:corrupt}-|[TCP:options-nop:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:replace:93d432708d8c4e904c5d80b92afed902},)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(tamper{TCP:options-timestamp:replace:306779670},)-|[TCP:options-eol:]-tamper{TCP:options-sack:replace:}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:51897666}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:dataofs:replace:4},),drop)-|[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-nop:replace:}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-mss:replace:648},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,tamper{TCP:options-altchksum:replace:8})-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(duplicate(tamper{TCP:dport:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(,tamper{TCP:reserved:replace:4}),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:replace:12444}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:urgptr:37404]-duplicate-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:29020}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(tamper{TCP:dataofs:replace:4},duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(,tamper{TCP:options-wscale:corrupt})-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:120}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:bfbdtmwjyy}(duplicate(duplicate,tamper{TCP:options-sackok:corrupt}(duplicate,)),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:1292425347}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(duplicate,tamper{TCP:dataofs:replace:4}(tamper{TCP:options-uto:replace:216},))-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:load:replace:gzoc9b9nbq}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:True:20},)-|[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:55875}(tamper{TCP:sport:replace:22049}(duplicate(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate,fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-nop:]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:23994}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:87}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(,tamper{TCP:sport:corrupt}))-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:63325}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:58468}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:chksum:replace:12444}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:55875}(tamper{TCP:sport:replace:22049}(duplicate(tamper{TCP:seq:replace:10833040},duplicate),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop::1]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:120}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:47130}(tamper{TCP:window:replace:50},)-|",1,[0]
0.0,"[TCP:options-nop::0]-duplicate(,duplicate)-|[TCP:options-nop::2]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:55875}(duplicate(tamper{TCP:seq:replace:10833040},duplicate),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:window:replace:50},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:bfbdtmwjyy}(duplicate(duplicate,fragment{tcp:-1:False}),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sack:corrupt},drop)-|",1,[0]
0.0,"[TCP:ack:4080774513]-duplicate(tamper{TCP:options-md5header:replace:93d432708d8c4e904c5d80b92afed902},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-timestamp:corrupt}-|[TCP:options-nop:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{ip:5:False}(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:FA}(tamper{TCP:window:replace:50},)-|",1,[0]
0.0,[TCP:reserved:0]-tamper{TCP:dataofs:replace:4}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:55875}(tamper{TCP:dataofs:replace:4}(tamper{TCP:options-altchksum:replace:161},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:18009}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:55875}(tamper{TCP:ack:replace:837193082}(duplicate,),)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-duplicate-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-timestamp:replace:878550498},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(duplicate,)-|[TCP:options-eol:]-tamper{TCP:sport:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:5}(,tamper{TCP:options-altchksum:replace:8})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:options-sackok:]-tamper{TCP:options-md5header:corrupt}-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-timestamp:replace:878550498},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:47130}(tamper{TCP:window:replace:50}(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-timestamp:corrupt},)-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:reserved:0]-duplicate(,tamper{TCP:dataofs:replace:4}(tamper{TCP:options-uto:replace:216},))-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,duplicate)-|[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:22:False:6}(fragment{tcp:10:False:5},fragment{tcp:-1:True}),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:dport:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate(,tamper{TCP:sport:corrupt}(fragment{tcp:-1:False},)))-|",1,[0]
0.0,"[TCP:reserved:0]-duplicate(tamper{TCP:options-uto:replace:216},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:True}(tamper{TCP:options-eol:replace:},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-eol:replace:},fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:120}(duplicate(duplicate,tamper{TCP:dport:replace:14354}),)-|",1,[0]
0.0,[TCP:flags:PA]-tamper{TCP:flags:replace:RAECN}-|,1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:load:replace:gzoc9b9nbq}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:50:True:38}(,tamper{TCP:options-altchksum:replace:8})-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0]
